date,element,price_usd_per_kg,base_price,monthly_return
2018-03-01,Ni,18.7,18.0,-0.2244
2018-04-01,Ni,18.82,18.0,-0.0255
2018-05-01,Ni,18.66,18.0,0.0995
2018-06-01,Ni,18.61,18.0,0.1582
2018-07-01,Ni,18.51,18.0,0.3041
2018-08-01,Ni,18.91,18.0,0.0588
2018-09-01,Ni,18.92,18.0,-0.0232
2018-10-01,Ni,19.15,18.0,-0.2564
2018-11-01,Ni,19.01,18.0,-0.2077
2018-12-01,Ni,19.22,18.0,0.0741
2019-01-01,Ni,19.1,18.0,0.1818
2019-02-01,Ni,18.91,18.0,-0.1383
2019-03-01,Ni,18.92,18.0,0.1458
2019-04-01,Ni,19.08,18.0,-0.1462
2019-05-01,Ni,19.24,18.0,0.0609
2019-06-01,Ni,19.02,18.0,0.0559
2019-07-01,Ni,18.83,18.0,0.1049
2019-08-01,Ni,19.0,18.0,-0.193
2019-09-01,Ni,18.71,18.0,0.1055
2019-10-01,Ni,18.63,18.0,0.1465
2019-11-01,Ni,18.91,18.0,-0.0696
2019-12-01,Ni,19.01,18.0,0.3888
2020-01-01,Ni,19.48,18.0,-0.0514
2020-02-01,Ni,19.43,18.0,-0.4256
2020-03-01,Ni,19.18,18.0,-0.0299
2020-04-01,Ni,19.14,18.0,-0.0626
2020-05-01,Ni,18.96,18.0,-0.043
2020-06-01,Ni,18.72,18.0,0.1976
2020-07-01,Ni,18.86,18.0,-0.2174
2020-08-01,Ni,18.75,18.0,-0.0497
2020-09-01,Ni,18.71,18.0,0.2519
2020-10-01,Ni,18.41,18.0,-0.0266
2020-11-01,Ni,18.36,18.0,-0.002
2020-12-01,Ni,18.16,18.0,0.2043
2021-01-01,Ni,18.2,18.0,-0.2035
2021-02-01,Ni,18.5,18.0,0.0161
2021-03-01,Ni,18.6,18.0,0.0877
2021-04-01,Ni,18.44,18.0,-0.6358
2021-05-01,Ni,18.42,18.0,-0.3458
2021-06-01,Ni,18.6,18.0,-0.129
2021-07-01,Ni,18.55,18.0,-0.0573
2021-08-01,Ni,18.48,18.0,0.3576
2021-09-01,Ni,18.37,18.0,0.1171
2021-10-01,Ni,18.24,18.0,0.1605
2021-11-01,Ni,18.38,18.0,0.044
2021-12-01,Ni,18.47,18.0,0.2563
2022-01-01,Ni,18.42,18.0,-0.0804
2022-02-01,Ni,18.25,18.0,-0.1019
2022-03-01,Ni,18.0,18.0,0.1413
2022-04-01,Ni,17.77,18.0,0.0465
2022-05-01,Ni,17.78,18.0,0.2422
2022-06-01,Ni,17.8,18.0,0.0491
2022-07-01,Ni,18.11,18.0,-0.1154
2022-08-01,Ni,17.96,18.0,-0.0631
2022-09-01,Ni,17.82,18.0,0.4083
2022-10-01,Ni,17.51,18.0,-0.2472
2022-11-01,Ni,17.45,18.0,-0.2547
2022-12-01,Ni,17.58,18.0,-0.0125
2023-01-01,Ni,17.96,18.0,-0.1072
2023-02-01,Ni,17.67,18.0,0.2644
2023-03-01,Ni,17.81,18.0,0.2293
2023-04-01,Ni,17.57,18.0,-0.0142
2023-05-01,Ni,17.39,18.0,-0.1656
2023-06-01,Ni,17.3,18.0,-0.2788
2023-07-01,Ni,17.23,18.0,-0.0624
2023-08-01,Ni,17.55,18.0,-0.3177
2023-09-01,Ni,17.64,18.0,-0.1255
2023-10-01,Ni,17.46,18.0,-0.1044
2023-11-01,Ni,17.21,18.0,0.091
2023-12-01,Ni,17.44,18.0,0.0546
2024-01-01,Ni,17.63,18.0,-0.2114
2024-02-01,Ni,17.59,18.0,0.3046
2024-03-01,Ni,17.42,18.0,-0.2957
2024-04-01,Ni,17.64,18.0,0.1977
2024-05-01,Ni,17.58,18.0,0.0863
2024-06-01,Ni,17.33,18.0,0.1997
2024-07-01,Ni,17.43,18.0,0.1874
2024-08-01,Ni,17.64,18.0,0.4869
2024-09-01,Ni,17.68,18.0,0.0279
2024-10-01,Ni,17.67,18.0,0.2008
2024-11-01,Ni,17.88,18.0,0.2007
2024-12-01,Ni,17.92,18.0,-0.2175
2014-01-01,Cr,8.06,8.0,-0.1358
2014-02-01,Cr,8.1,8.0,-0.3512
2014-03-01,Cr,8.13,8.0,-0.068
2014-04-01,Cr,8.15,8.0,-0.2844
2014-05-01,Cr,8.06,8.0,0.0414
2014-06-01,Cr,8.13,8.0,0.272
2014-07-01,Cr,8.03,8.0,0.055
2014-08-01,Cr,8.02,8.0,-0.4058
2014-09-01,Cr,8.06,8.0,0.2036
2014-10-01,Cr,8.01,8.0,-0.1093
2014-11-01,Cr,8.0,8.0,0.0146
2014-12-01,Cr,8.12,8.0,0.0946
2015-01-01,Cr,8.19,8.0,-0.1618
2015-02-01,Cr,8.14,8.0,-0.1228
2015-03-01,Cr,8.03,8.0,0.2173
2015-04-01,Cr,7.92,8.0,-0.2223
2015-05-01,Cr,7.91,8.0,-0.2437
2015-06-01,Cr,8.02,8.0,0.196
2015-07-01,Cr,7.92,8.0,-0.2313
2015-08-01,Cr,7.96,8.0,0.1588
2015-09-01,Cr,8.06,8.0,0.1054
2015-10-01,Cr,8.06,8.0,0.2694
2015-11-01,Cr,8.06,8.0,-0.3435
2015-12-01,Cr,8.09,8.0,-0.0811
2016-01-01,Cr,8.16,8.0,-0.0786
2016-02-01,Cr,8.22,8.0,-0.1326
2016-03-01,Cr,8.28,8.0,0.085
2016-04-01,Cr,8.36,8.0,-0.3781
2016-05-01,Cr,8.43,8.0,-0.2488
2016-06-01,Cr,8.62,8.0,-0.0542
2016-07-01,Cr,8.6,8.0,-0.0163
2016-08-01,Cr,8.7,8.0,-0.0475
2016-09-01,Cr,8.66,8.0,0.0716
2016-10-01,Cr,8.8,8.0,0.0353
2016-11-01,Cr,8.85,8.0,-0.0479
2016-12-01,Cr,8.8,8.0,-0.0591
2017-01-01,Cr,8.77,8.0,0.1006
2017-02-01,Cr,8.88,8.0,0.2405
2017-03-01,Cr,8.96,8.0,0.1742
2017-04-01,Cr,8.87,8.0,0.173
2017-05-01,Cr,8.88,8.0,0.0267
2017-06-01,Cr,8.89,8.0,-0.0868
2017-07-01,Cr,8.84,8.0,0.2029
2017-08-01,Cr,8.92,8.0,0.1363
2017-09-01,Cr,9.01,8.0,-0.2825
2017-10-01,Cr,9.12,8.0,0.2923
2017-11-01,Cr,9.13,8.0,-0.032
2017-12-01,Cr,9.15,8.0,-0.1325
2018-01-01,Cr,9.04,8.0,0.0876
2018-02-01,Cr,9.03,8.0,0.2611
2018-03-01,Cr,8.98,8.0,-0.2261
2018-04-01,Cr,8.99,8.0,0.1326
2018-05-01,Cr,9.02,8.0,-0.144
2018-06-01,Cr,9.04,8.0,0.2121
2018-07-01,Cr,9.09,8.0,-0.1134
2018-08-01,Cr,9.1,8.0,0.2805
2018-09-01,Cr,8.98,8.0,0.0347
2018-10-01,Cr,9.13,8.0,0.1161
2018-11-01,Cr,9.2,8.0,0.1895
2018-12-01,Cr,9.03,8.0,0.0084
2019-01-01,Cr,8.91,8.0,0.2593
2019-02-01,Cr,8.93,8.0,0.1875
2019-03-01,Cr,8.86,8.0,0.0898
2019-04-01,Cr,8.71,8.0,-0.3629
2019-05-01,Cr,8.82,8.0,-0.1381
2019-06-01,Cr,8.8,8.0,-0.0148
2019-07-01,Cr,8.85,8.0,0.0498
2019-08-01,Cr,8.81,8.0,-0.1392
2019-09-01,Cr,8.75,8.0,0.066
2019-10-01,Cr,8.86,8.0,0.1246
2019-11-01,Cr,8.75,8.0,0.0247
2019-12-01,Cr,8.71,8.0,-0.0235
2020-01-01,Cr,8.65,8.0,-0.1577
2020-02-01,Cr,8.63,8.0,0.0359
2020-03-01,Cr,8.46,8.0,0.1579
2020-04-01,Cr,8.41,8.0,-0.004
2020-05-01,Cr,8.36,8.0,0.0032
2020-06-01,Cr,8.25,8.0,0.3885
2020-07-01,Cr,8.26,8.0,0.0265
2020-08-01,Cr,8.21,8.0,0.0214
2020-09-01,Cr,8.16,8.0,0.3001
2020-10-01,Cr,8.14,8.0,-0.1888
2020-11-01,Cr,8.18,8.0,-0.5154
2020-12-01,Cr,8.33,8.0,-0.4937
2021-01-01,Cr,8.21,8.0,-0.0121
2021-02-01,Cr,8.27,8.0,-0.2997
2021-03-01,Cr,8.26,8.0,0.0774
2021-04-01,Cr,8.36,8.0,-0.0609
2021-05-01,Cr,8.42,8.0,0.0842
2021-06-01,Cr,8.51,8.0,0.0642
2021-07-01,Cr,8.55,8.0,-0.2377
2021-08-01,Cr,8.66,8.0,-0.0461
2021-09-01,Cr,8.72,8.0,-0.0067
2021-10-01,Cr,8.74,8.0,-0.3933
2021-11-01,Cr,8.83,8.0,-0.0266
2021-12-01,Cr,8.68,8.0,-0.2132
2022-01-01,Cr,8.66,8.0,-0.1249
2022-02-01,Cr,8.69,8.0,0.2745
2022-03-01,Cr,8.75,8.0,-0.0419
2022-04-01,Cr,8.75,8.0,0.0553
2022-05-01,Cr,8.7,8.0,0.0493
2022-06-01,Cr,8.71,8.0,-0.213
2022-07-01,Cr,8.67,8.0,0.0862
2022-08-01,Cr,8.73,8.0,0.0569
2022-09-01,Cr,8.72,8.0,-0.1136
2022-10-01,Cr,8.84,8.0,0.2168
2022-11-01,Cr,8.81,8.0,0.2846
2022-12-01,Cr,8.83,8.0,0.0394
2023-01-01,Cr,8.85,8.0,-0.1126
2023-02-01,Cr,8.74,8.0,0.2486
2023-03-01,Cr,8.8,8.0,0.0942
2023-04-01,Cr,8.73,8.0,0.0041
2023-05-01,Cr,8.71,8.0,0.1396
2023-06-01,Cr,8.77,8.0,-0.328
2023-07-01,Cr,8.79,8.0,-0.0026
2023-08-01,Cr,8.77,8.0,0.0436
2023-09-01,Cr,8.78,8.0,-0.0197
2023-10-01,Cr,8.77,8.0,0.0663
2023-11-01,Cr,8.62,8.0,0.1051
2023-12-01,Cr,8.64,8.0,-0.0082
2024-01-01,Cr,8.57,8.0,-0.0092
2024-02-01,Cr,8.37,8.0,-0.2187
2024-03-01,Cr,8.32,8.0,0.1371
2024-04-01,Cr,8.3,8.0,0.2232
2024-05-01,Cr,8.36,8.0,0.0824
2024-06-01,Cr,8.4,8.0,0.1513
2024-07-01,Cr,8.39,8.0,0.1607
2024-08-01,Cr,8.4,8.0,0.0987
2024-09-01,Cr,8.55,8.0,-0.1673
2024-10-01,Cr,8.57,8.0,0.4784
2024-11-01,Cr,8.67,8.0,-0.1531
2024-12-01,Cr,8.53,8.0,-0.0296
2014-01-01,Co,55.0,55.0,0.2937
2014-02-01,Co,54.79,55.0,0.4706
2014-03-01,Co,54.07,55.0,0.2164
2014-04-01,Co,54.4,55.0,-0.0732
2014-05-01,Co,53.84,55.0,0.1914
2014-06-01,Co,53.22,55.0,0.2287
2014-07-01,Co,53.29,55.0,-0.0541
2014-08-01,Co,51.34,55.0,0.124
2014-09-01,Co,51.55,55.0,0.3089
2014-10-01,Co,51.78,55.0,0.2799
2014-11-01,Co,50.63,55.0,0.2786
2014-12-01,Co,51.29,55.0,-0.067
2015-01-01,Co,51.43,55.0,-0.1554
2015-02-01,Co,52.05,55.0,0.1847
2015-03-01,Co,52.17,55.0,-0.546
2015-04-01,Co,53.63,55.0,-0.3194
2015-05-01,Co,52.53,55.0,0.3686
2015-06-01,Co,52.85,55.0,-0.3433
2015-07-01,Co,53.85,55.0,0.13
2015-08-01,Co,54.37,55.0,0.2095
2015-09-01,Co,55.19,55.0,-0.4277
2015-10-01,Co,56.08,55.0,-0.1487
2015-11-01,Co,55.64,55.0,0.0837
2015-12-01,Co,55.21,55.0,-0.3369
2016-01-01,Co,54.82,55.0,0.1821
2016-02-01,Co,55.22,55.0,-0.3841
2016-03-01,Co,54.85,55.0,0.507
2016-04-01,Co,55.35,55.0,-0.229
2016-05-01,Co,55.42,55.0,-0.1111
2016-06-01,Co,55.32,55.0,0.2769
2016-07-01,Co,54.5,55.0,0.2117
2016-08-01,Co,53.32,55.0,-0.559
2016-09-01,Co,54.2,55.0,0.2552
2016-10-01,Co,54.93,55.0,-0.2498
2016-11-01,Co,54.61,55.0,0.0884
2016-12-01,Co,54.24,55.0,0.1682
2017-01-01,Co,53.85,55.0,0.1456
2017-02-01,Co,54.26,55.0,0.3389
2017-03-01,Co,53.75,55.0,0.1402
2017-04-01,Co,53.14,55.0,-0.1527
2017-05-01,Co,54.03,55.0,-0.2468
2017-06-01,Co,54.85,55.0,0.4076
2017-07-01,Co,54.58,55.0,-0.3197
2017-08-01,Co,54.27,55.0,0.5225
2017-09-01,Co,54.39,55.0,-0.2541
2017-10-01,Co,54.15,55.0,0.686
2017-11-01,Co,55.05,55.0,-0.2617
2017-12-01,Co,54.29,55.0,-0.1883
2018-01-01,Co,54.59,55.0,0.1247
2018-02-01,Co,56.3,55.0,-0.1603
2018-03-01,Co,56.51,55.0,-0.2381
2018-04-01,Co,55.59,55.0,-0.5738
2018-05-01,Co,55.65,55.0,0.4122
2018-06-01,Co,56.18,55.0,-0.3722
2018-07-01,Co,57.46,55.0,0.2857
2018-08-01,Co,56.69,55.0,0.0411
2018-09-01,Co,56.08,55.0,0.0783
2018-10-01,Co,56.93,55.0,-0.0077
2018-11-01,Co,56.4,55.0,0.4928
2018-12-01,Co,56.23,55.0,-0.0846
2019-01-01,Co,56.6,55.0,0.0712
2019-02-01,Co,56.1,55.0,0.0716
2019-03-01,Co,56.15,55.0,0.211
2019-04-01,Co,57.31,55.0,-0.2943
2019-05-01,Co,56.75,55.0,-0.2702
2019-06-01,Co,56.24,55.0,0.0448
2019-07-01,Co,56.67,55.0,-0.2309
2019-08-01,Co,56.3,55.0,-0.4698
2019-09-01,Co,55.93,55.0,-0.0999
2019-10-01,Co,55.04,55.0,-0.1838
2019-11-01,Co,54.91,55.0,0.1162
2019-12-01,Co,55.35,55.0,0.1969
2020-01-01,Co,55.05,55.0,0.1486
2020-02-01,Co,54.62,55.0,0.1006
2020-03-01,Co,55.56,55.0,0.3131
2020-04-01,Co,56.52,55.0,0.1572
2020-05-01,Co,56.39,55.0,-0.0622
2020-06-01,Co,56.35,55.0,-0.4899
2020-07-01,Co,54.27,55.0,0.1027
2020-08-01,Co,53.88,55.0,-0.4144
2020-09-01,Co,54.35,55.0,-0.2292
2020-10-01,Co,54.32,55.0,-0.1693
2020-11-01,Co,54.19,55.0,-0.3142
2020-12-01,Co,54.22,55.0,-0.3336
2021-01-01,Co,53.55,55.0,0.2881
2021-02-01,Co,53.8,55.0,-0.335
2021-03-01,Co,54.04,55.0,0.6781
2021-04-01,Co,53.64,55.0,0.4187
2021-05-01,Co,53.16,55.0,0.4537
2021-06-01,Co,53.73,55.0,-0.0718
2021-07-01,Co,53.48,55.0,0.1687
2021-08-01,Co,53.49,55.0,-0.2549
2021-09-01,Co,54.06,55.0,-0.3757
2021-10-01,Co,53.53,55.0,0.254
2021-11-01,Co,53.29,55.0,-0.1519
2021-12-01,Co,52.95,55.0,-0.3216
2022-01-01,Co,52.45,55.0,0.4879
2022-02-01,Co,52.19,55.0,-0.3415
2022-03-01,Co,51.14,55.0,-0.0023
2022-04-01,Co,52.39,55.0,-0.213
2022-05-01,Co,51.11,55.0,0.2283
2022-06-01,Co,50.66,55.0,-0.2295
2022-07-01,Co,50.77,55.0,0.3404
2022-08-01,Co,52.34,55.0,0.177
2022-09-01,Co,53.4,55.0,-0.1091
2022-10-01,Co,54.16,55.0,0.2041
2022-11-01,Co,53.4,55.0,-0.4595
2022-12-01,Co,53.87,55.0,-0.0145
2023-01-01,Co,53.48,55.0,-0.3273
2023-02-01,Co,53.32,55.0,-0.0124
2023-03-01,Co,53.42,55.0,-0.2568
2023-04-01,Co,52.12,55.0,0.4749
2023-05-01,Co,53.12,55.0,0.2986
2023-06-01,Co,50.84,55.0,0.2802
2023-07-01,Co,51.46,55.0,-0.078
2023-08-01,Co,50.3,55.0,0.5549
2023-09-01,Co,50.96,55.0,0.0965
2023-10-01,Co,52.18,55.0,0.0609
2023-11-01,Co,50.92,55.0,0.1532
2023-12-01,Co,51.19,55.0,-0.0345
2024-01-01,Co,51.58,55.0,0.6786
2024-02-01,Co,51.5,55.0,-0.0059
2024-03-01,Co,52.2,55.0,0.0533
2024-04-01,Co,52.68,55.0,-0.258
2024-05-01,Co,52.4,55.0,0.2449
2024-06-01,Co,53.5,55.0,-0.2924
2024-07-01,Co,53.0,55.0,0.5203
2024-08-01,Co,52.92,55.0,0.3983
2024-09-01,Co,52.75,55.0,-0.1509
2024-10-01,Co,52.62,55.0,0.3212
2024-11-01,Co,53.24,55.0,0.0545
2024-12-01,Co,53.05,55.0,0.3178
2014-01-01,W,35.28,35.0,0.6345
2014-02-01,W,34.76,35.0,0.1995
2014-03-01,W,34.93,35.0,0.1128
2014-04-01,W,34.65,35.0,0.4471
2014-05-01,W,34.37,35.0,-0.3205
2014-06-01,W,34.5,35.0,0.2012
2014-07-01,W,34.42,35.0,-0.0522
2014-08-01,W,34.46,35.0,-0.2546
2014-09-01,W,33.57,35.0,0.2276
2014-10-01,W,33.4,35.0,0.0805
2014-11-01,W,33.55,35.0,0.0128
2014-12-01,W,33.62,35.0,-0.0118
2015-01-01,W,33.84,35.0,-0.5286
2015-02-01,W,34.04,35.0,0.0663
2015-03-01,W,33.17,35.0,0.3005
2015-04-01,W,33.14,35.0,-0.0296
2015-05-01,W,33.39,35.0,-0.003
2015-06-01,W,33.96,35.0,0.0224
2015-07-01,W,33.82,35.0,0.0188
2015-08-01,W,33.15,35.0,0.0346
2015-09-01,W,33.0,35.0,-0.3188
2015-10-01,W,33.44,35.0,0.2831
2015-11-01,W,33.66,35.0,0.1712
2015-12-01,W,33.17,35.0,-0.0442
2016-01-01,W,33.18,35.0,-0.1142
2016-02-01,W,33.85,35.0,-0.3635
2016-03-01,W,34.07,35.0,-0.0844
2016-04-01,W,34.2,35.0,-0.0984
2016-05-01,W,34.15,35.0,0.2407
2016-06-01,W,34.19,35.0,0.0258
2016-07-01,W,34.09,35.0,0.0366
2016-08-01,W,34.05,35.0,-0.0537
2016-09-01,W,34.31,35.0,0.1576
2016-10-01,W,34.14,35.0,-0.155
2016-11-01,W,34.13,35.0,0.1816
2016-12-01,W,34.06,35.0,0.3064
2017-01-01,W,34.5,35.0,-0.1538
2017-02-01,W,34.91,35.0,0.1863
2017-03-01,W,35.1,35.0,0.0871
2017-04-01,W,35.34,35.0,-0.055
2017-05-01,W,35.15,35.0,0.1888
2017-06-01,W,34.56,35.0,0.0498
2017-07-01,W,34.5,35.0,-0.1336
2017-08-01,W,34.87,35.0,0.244
2017-09-01,W,34.22,35.0,-0.0454
2017-10-01,W,34.7,35.0,0.1309
2017-11-01,W,34.28,35.0,-0.0822
2017-12-01,W,33.82,35.0,-0.0738
2018-01-01,W,34.26,35.0,0.1432
2018-02-01,W,34.51,35.0,0.0875
2018-03-01,W,34.69,35.0,0.1132
2018-04-01,W,35.32,35.0,0.0627
2018-05-01,W,34.79,35.0,0.0384
2018-06-01,W,35.5,35.0,0.245
2018-07-01,W,35.34,35.0,0.0738
2018-08-01,W,35.51,35.0,0.1104
2018-09-01,W,35.05,35.0,0.2
2018-10-01,W,35.15,35.0,-0.024
2018-11-01,W,35.01,35.0,-0.0592
2018-12-01,W,34.82,35.0,-0.1307
2019-01-01,W,34.24,35.0,0.2013
2019-02-01,W,34.4,35.0,-0.4649
2019-03-01,W,34.25,35.0,0.1066
2019-04-01,W,34.21,35.0,0.0611
2019-05-01,W,34.06,35.0,-0.0592
2019-06-01,W,33.95,35.0,0.0455
2019-07-01,W,34.13,35.0,0.2191
2019-08-01,W,34.35,35.0,-0.3207
2019-09-01,W,34.59,35.0,0.078
2019-10-01,W,34.21,35.0,0.2228
2019-11-01,W,34.09,35.0,-0.0347
2019-12-01,W,33.76,35.0,0.1811
2020-01-01,W,33.77,35.0,-0.3311
2020-02-01,W,33.72,35.0,0.0857
2020-03-01,W,34.1,35.0,0.0817
2020-04-01,W,34.13,35.0,-0.1774
2020-05-01,W,34.07,35.0,0.1614
2020-06-01,W,33.64,35.0,0.3731
2020-07-01,W,33.44,35.0,0.0808
2020-08-01,W,33.73,35.0,0.3837
2020-09-01,W,33.93,35.0,-0.0858
2020-10-01,W,33.9,35.0,0.3099
2020-11-01,W,33.73,35.0,0.1913
2020-12-01,W,33.3,35.0,0.0905
2021-01-01,W,32.86,35.0,-0.154
2021-02-01,W,32.77,35.0,-0.0842
2021-03-01,W,33.56,35.0,-0.4389
2021-04-01,W,34.19,35.0,-0.097
2021-05-01,W,33.77,35.0,-0.025
2021-06-01,W,34.08,35.0,-0.2845
2021-07-01,W,34.12,35.0,0.2316
2021-08-01,W,34.21,35.0,0.2049
2021-09-01,W,34.58,35.0,0.4548
2021-10-01,W,34.99,35.0,0.285
2021-11-01,W,35.42,35.0,-0.185
2021-12-01,W,35.75,35.0,0.0753
2022-01-01,W,35.31,35.0,0.4029
2022-02-01,W,34.87,35.0,-0.1098
2022-03-01,W,35.04,35.0,-0.1215
2022-04-01,W,35.23,35.0,0.0593
2022-05-01,W,34.56,35.0,-0.0917
2022-06-01,W,34.04,35.0,0.1016
2022-07-01,W,33.71,35.0,0.3217
2022-08-01,W,33.87,35.0,0.3043
2022-09-01,W,34.07,35.0,0.1852
2022-10-01,W,33.45,35.0,0.2611
2022-11-01,W,33.6,35.0,-0.0394
2022-12-01,W,33.78,35.0,-0.1595
2023-01-01,W,33.79,35.0,-0.3155
2023-02-01,W,34.51,35.0,-0.1959
2023-03-01,W,35.17,35.0,-0.2744
2023-04-01,W,35.03,35.0,0.0216
2023-05-01,W,34.4,35.0,-0.123
2023-06-01,W,34.9,35.0,0.1021
2023-07-01,W,35.58,35.0,0.0689
2023-08-01,W,35.1,35.0,0.3844
2023-09-01,W,35.77,35.0,0.0933
2023-10-01,W,35.93,35.0,-0.558
2023-11-01,W,36.45,35.0,-0.07
2023-12-01,W,36.33,35.0,-0.2985
2024-01-01,W,36.57,35.0,0.3567
2024-02-01,W,35.99,35.0,-0.4815
2024-03-01,W,36.82,35.0,0.0466
2024-04-01,W,37.11,35.0,-0.1173
2024-05-01,W,37.73,35.0,-0.0058
2024-06-01,W,38.11,35.0,-0.0307
2024-07-01,W,38.53,35.0,-0.2387
2024-08-01,W,39.05,35.0,-0.389
2024-09-01,W,38.95,35.0,-0.0399
2024-10-01,W,38.96,35.0,0.3493
2024-11-01,W,39.48,35.0,-0.0294
2024-12-01,W,39.96,35.0,0.3699
2014-01-01,Mo,40.65,40.0,-0.1239
2014-02-01,Mo,40.3,40.0,0.1494
2014-03-01,Mo,39.22,40.0,-0.247
2014-04-01,Mo,39.35,40.0,-0.3804
2014-05-01,Mo,38.8,40.0,-0.3116
2014-06-01,Mo,39.25,40.0,0.3509
2014-07-01,Mo,39.76,40.0,-0.1753
2014-08-01,Mo,39.95,40.0,-0.0708
2014-09-01,Mo,40.21,40.0,0.0052
2014-10-01,Mo,39.7,40.0,-0.2022
2014-11-01,Mo,39.68,40.0,-0.1349
2014-12-01,Mo,39.31,40.0,-0.0685
2015-01-01,Mo,38.71,40.0,0.1232
2015-02-01,Mo,38.97,40.0,0.0034
2015-03-01,Mo,40.08,40.0,-0.4449
2015-04-01,Mo,40.64,40.0,0.2833
2015-05-01,Mo,40.62,40.0,0.1877
2015-06-01,Mo,41.75,40.0,-0.0783
2015-07-01,Mo,41.78,40.0,0.0333
2015-08-01,Mo,41.5,40.0,0.2481
2015-09-01,Mo,41.76,40.0,-0.0858
2015-10-01,Mo,41.26,40.0,0.1544
2015-11-01,Mo,41.66,40.0,-0.1714
2015-12-01,Mo,40.19,40.0,-0.3467
2016-01-01,Mo,40.15,40.0,-0.493
2016-02-01,Mo,39.48,40.0,0.165
2016-03-01,Mo,39.64,40.0,0.0573
2016-04-01,Mo,38.93,40.0,0.3769
2016-05-01,Mo,40.08,40.0,-0.0177
2016-06-01,Mo,40.19,40.0,-0.2971
2016-07-01,Mo,40.66,40.0,-0.0237
2016-08-01,Mo,40.5,40.0,-0.1304
2016-09-01,Mo,40.82,40.0,0.3407
2016-10-01,Mo,40.96,40.0,-0.2652
2016-11-01,Mo,40.92,40.0,-0.1902
2016-12-01,Mo,40.49,40.0,0.432
2017-01-01,Mo,40.03,40.0,-0.4167
2017-02-01,Mo,40.93,40.0,0.3331
2017-03-01,Mo,40.63,40.0,-0.1881
2017-04-01,Mo,41.1,40.0,0.3734
2017-05-01,Mo,41.45,40.0,0.1234
2017-06-01,Mo,41.21,40.0,-0.0851
2017-07-01,Mo,40.23,40.0,0.1808
2017-08-01,Mo,39.51,40.0,-0.2119
2017-09-01,Mo,39.74,40.0,-0.0192
2017-10-01,Mo,39.64,40.0,-0.0305
2017-11-01,Mo,39.02,40.0,0.4539
2017-12-01,Mo,39.06,40.0,-0.1599
2018-01-01,Mo,38.6,40.0,0.0159
2018-02-01,Mo,39.07,40.0,0.3198
2018-03-01,Mo,39.4,40.0,-0.309
2018-04-01,Mo,39.39,40.0,0.4725
2018-05-01,Mo,39.39,40.0,-0.8498
2018-06-01,Mo,39.26,40.0,0.7117
2018-07-01,Mo,38.55,40.0,0.0754
2018-08-01,Mo,37.88,40.0,0.0641
2018-09-01,Mo,38.43,40.0,-0.356
2018-10-01,Mo,38.37,40.0,0.0593
2018-11-01,Mo,38.12,40.0,-0.5016
2018-12-01,Mo,39.12,40.0,0.1802
2019-01-01,Mo,39.17,40.0,-0.3111
2019-02-01,Mo,39.39,40.0,0.2697
2019-03-01,Mo,39.94,40.0,0.1843
2019-04-01,Mo,39.55,40.0,0.0207
2019-05-01,Mo,39.71,40.0,0.1551
2019-06-01,Mo,39.59,40.0,0.0114
2019-07-01,Mo,39.83,40.0,-0.0914
2019-08-01,Mo,40.25,40.0,-0.3281
2019-09-01,Mo,40.28,40.0,-0.2666
2019-10-01,Mo,39.72,40.0,0.2332
2019-11-01,Mo,39.86,40.0,0.2285
2019-12-01,Mo,39.91,40.0,0.1003
2020-01-01,Mo,39.04,40.0,0.0353
2020-02-01,Mo,39.21,40.0,0.3626
2020-03-01,Mo,38.84,40.0,-0.2628
2020-04-01,Mo,38.82,40.0,-0.0776
2020-05-01,Mo,38.39,40.0,0.0918
2020-06-01,Mo,38.13,40.0,-0.4551
2020-07-01,Mo,38.23,40.0,-0.0907
2020-08-01,Mo,37.81,40.0,0.1267
2020-09-01,Mo,37.76,40.0,0.0482
2020-10-01,Mo,38.1,40.0,-0.1077
2020-11-01,Mo,37.63,40.0,-0.3067
2020-12-01,Mo,37.92,40.0,0.393
2021-01-01,Mo,38.16,40.0,0.1328
2021-02-01,Mo,37.42,40.0,-0.305
2021-03-01,Mo,37.94,40.0,0.1593
2021-04-01,Mo,38.12,40.0,0.102
2021-05-01,Mo,38.32,40.0,0.2466
2021-06-01,Mo,38.06,40.0,0.2991
2021-07-01,Mo,37.87,40.0,-0.424
2021-08-01,Mo,38.07,40.0,0.1562
2021-09-01,Mo,38.01,40.0,-0.1743
2021-10-01,Mo,38.83,40.0,0.1835
2021-11-01,Mo,39.07,40.0,0.2369
2021-12-01,Mo,38.91,40.0,0.011
2022-01-01,Mo,38.43,40.0,-0.3722
2022-02-01,Mo,39.01,40.0,-0.1769
2022-03-01,Mo,38.99,40.0,-0.211
2022-04-01,Mo,38.77,40.0,-0.0877
2022-05-01,Mo,38.43,40.0,-0.1666
2022-06-01,Mo,37.38,40.0,0.2118
2022-07-01,Mo,38.3,40.0,0.2782
2022-08-01,Mo,38.62,40.0,-0.1082
2022-09-01,Mo,39.58,40.0,-0.2723
2022-10-01,Mo,39.29,40.0,-0.293
2022-11-01,Mo,39.79,40.0,-0.136
2022-12-01,Mo,40.83,40.0,-0.0557
2023-01-01,Mo,40.45,40.0,-0.2172
2023-02-01,Mo,40.63,40.0,-0.0495
2023-03-01,Mo,39.76,40.0,-0.2933
