event_id,event_year,structure_type,material,location,corrosion_environment,age_at_event_years,corrosion_rate_mm_yr,failure_mode,severity,replacement_value_USD,repair_cost_USD,loss_ratio,detected_by,was_predicted,warning_lead_months,insurance_claim_filed,regulatory_action
FE-00543,2005,Power Plant,Steel (A514 HY),Industrial New Jersey,Moderate,17,0.0603,Corrosion,Minor,555561.0,21388.0,0.0385,Routine inspection,0,0,0,0
FE-00544,2012,Power Plant,Steel (A36),Coastal Florida,Severe,69,0.1069,Fatigue crack,Moderate,2404410.0,577378.0,0.2401,Sensor alert,0,0,1,0
FE-00545,2022,Building,Steel (A588 Weathering),Rural Midwest,Mild,56,0.0078,Settlement,Minor,2750574.0,167349.0,0.0608,Emergency,1,14,1,0
FE-00546,2013,Bridge,Steel (A36),Desert Southwest,Mild,38,0.0197,Corrosion,Moderate,3180750.0,483719.0,0.1521,Emergency,0,0,1,0
FE-00547,2023,Bridge,Reinforced Concrete,Urban Northeast,Moderate,53,0.0792,Buckling,Minor,267845.0,9574.0,0.0357,Sensor alert,0,0,1,0
FE-00548,2019,Building,Reinforced Concrete,Rural Mountain,Mild,42,0.0291,Corrosion,Minor,2396826.0,68364.0,0.0285,Sensor alert,1,10,1,0
FE-00549,2009,Pipeline,Steel (A36),Rural South,Mild,19,0.0259,Fatigue crack,Moderate,346387.0,46783.0,0.1351,Routine inspection,1,4,1,0
FE-00550,2021,Pipeline,Steel (A36),Urban Midwest,Moderate,77,0.0626,Fatigue crack,Moderate,776251.0,104886.0,0.1351,Routine inspection,1,8,1,0
FE-00551,2010,Bridge,Steel (A36),Rural Mountain,Mild,29,0.0104,Fatigue crack,Minor,2964467.0,115765.0,0.0391,Sensor alert,0,0,0,0
FE-00552,2011,Bridge,Reinforced Concrete,Coastal Florida,Severe,39,0.1369,Fatigue crack,Moderate,704370.0,148395.0,0.2107,Load test,1,1,1,0
FE-00553,2022,Power Plant,Prestressed Concrete,Urban West,Mild,29,0.0592,Corrosion,Moderate,664175.0,70356.0,0.1059,Emergency,1,9,1,0
FE-00554,2012,Bridge,Reinforced Concrete,Urban Northeast,Moderate,63,0.0709,Corrosion,Catastrophic,282238.0,345436.0,1.2239,Emergency,0,0,0,1
FE-00555,2019,Pipeline,Prestressed Concrete,Rural Mountain,Mild,33,0.025,Fatigue crack,Minor,2760106.0,78609.0,0.0285,Load test,1,16,1,0
FE-00556,2016,Bridge,Prestressed Concrete,Rural Midwest,Mild,81,0.0191,Creep,Moderate,2703520.0,760321.0,0.2812,Sensor alert,1,16,1,0
FE-00557,2013,Building,Composite Steel-Concrete,Industrial New Jersey,Moderate,51,0.0932,Settlement,Minor,211444.0,13334.0,0.0631,Routine inspection,0,0,0,0
FE-00558,2011,Bridge,Reinforced Concrete,Rural South,Mild,31,0.0578,Creep,Moderate,955022.0,280362.0,0.2936,Routine inspection,1,5,1,0
FE-00559,2021,Bridge,Steel (A588 Weathering),Rural South,Mild,40,0.0174,Corrosion,Major,1284439.0,813223.0,0.6331,Routine inspection,0,0,1,0
FE-00560,2016,Building,FRP Composite,Urban West,Mild,60,0.0265,Corrosion,Minor,1015612.0,70826.0,0.0697,Sensor alert,0,0,1,0
FE-00561,2015,Bridge,Steel (A514 HY),Coastal Texas,Severe,29,0.0867,Fatigue crack,Moderate,3058970.0,505842.0,0.1654,Routine inspection,0,0,0,0
FE-00562,2005,Power Plant,Steel (A36),Coastal Texas,Severe,46,0.1055,Corrosion,Moderate,4282826.0,430142.0,0.1004,Emergency,0,0,1,0
FE-00563,2011,Power Plant,Reinforced Concrete,Urban Northeast,Moderate,66,0.0859,Corrosion,Major,2699668.0,724715.0,0.2684,Routine inspection,0,0,1,1
FE-00564,2021,Building,Reinforced Concrete,Rural Midwest,Mild,54,0.0194,Corrosion,Major,983551.0,350186.0,0.356,Public report,0,0,1,0
FE-00565,2008,Pipeline,Steel (A588 Weathering),Coastal Florida,Severe,62,0.0645,Fatigue crack,Minor,1613354.0,72437.0,0.0449,Routine inspection,1,5,1,0
FE-00566,2023,Bridge,Stainless Steel 316L,Urban West,Mild,63,0.0077,Overload,Catastrophic,851700.0,551303.0,0.6473,Sensor alert,0,0,1,1
FE-00567,2013,Bridge,Prestressed Concrete,Desert Southwest,Mild,40,0.0299,Corrosion,Major,1337422.0,531254.0,0.3972,Routine inspection,1,27,1,1
FE-00568,2012,Building,Aluminium Alloy,Industrial Michigan,Moderate,22,0.0686,Buckling,Minor,1115449.0,34183.0,0.0306,Emergency,1,6,0,0
FE-00569,2011,Pipeline,Steel (A588 Weathering),Pacific Northwest,Mild,64,0.0226,Fatigue crack,Catastrophic,1443971.0,974766.0,0.6751,Load test,0,0,1,1
FE-00570,2019,Power Plant,Steel (A588 Weathering),Desert Southwest,Mild,47,0.0098,Erosion,Major,1440868.0,951908.0,0.6606,Load test,1,12,1,1
FE-00571,2007,Bridge,Prestressed Concrete,Rural Mountain,Mild,23,0.0297,Corrosion,Minor,1003503.0,70947.0,0.0707,Sensor alert,0,0,1,0
FE-00572,2022,Bridge,Steel (A36),Rural Midwest,Mild,41,0.0208,Fatigue crack,Minor,4605373.0,206728.0,0.0449,Load test,0,0,1,0
FE-00573,2021,Pipeline,Reinforced Concrete,Industrial New Jersey,Moderate,39,0.0745,Corrosion,Minor,1647506.0,50905.0,0.0309,Emergency,0,0,1,0
FE-00574,2019,Pipeline,Composite Steel-Concrete,Desert Southwest,Mild,22,0.0195,Corrosion,Minor,568697.0,40031.0,0.0704,Sensor alert,1,1,1,0
FE-00575,2020,Pipeline,Prestressed Concrete,Coastal California,Moderate,86,0.0371,Corrosion,Minor,995393.0,50449.0,0.0507,Emergency,0,0,1,0
FE-00576,2007,Power Plant,Prestressed Concrete,Industrial Ohio,Moderate,48,0.0539,Erosion,Major,4273205.0,1921965.0,0.4498,Routine inspection,1,0,0,1
FE-00577,2021,Bridge,Prestressed Concrete,Rural Mountain,Mild,34,0.0178,Corrosion,Minor,962424.0,52565.0,0.0546,Routine inspection,0,0,1,0
FE-00578,2006,Bridge,Composite Steel-Concrete,Rural South,Mild,70,0.0359,Fatigue crack,Moderate,2577430.0,541941.0,0.2103,Routine inspection,1,0,1,0
FE-00579,2005,Building,Reinforced Concrete,Rural Midwest,Mild,22,0.0281,Brittle fracture,Minor,1140966.0,54379.0,0.0477,Emergency,0,0,1,0
FE-00580,2023,Bridge,Reinforced Concrete,Coastal Texas,Severe,81,0.1127,Corrosion,Major,2239062.0,1543202.0,0.6892,Public report,0,0,1,0
FE-00581,2008,Bridge,Prestressed Concrete,Rural South,Mild,52,0.0415,Creep,Minor,3595655.0,116231.0,0.0323,Emergency,0,0,1,0
FE-00582,2019,Bridge,Reinforced Concrete,Urban Northeast,Moderate,29,0.0856,Fatigue crack,Catastrophic,5633290.0,6426245.0,1.1408,Emergency,0,0,1,0
FE-00583,2013,Building,Steel (A514 HY),Coastal California,Moderate,54,0.0953,Fatigue crack,Catastrophic,3891499.0,5630540.0,1.4469,Sensor alert,0,0,1,0
FE-00584,2007,Building,Steel (A588 Weathering),Rural Midwest,Mild,54,0.0169,Settlement,Moderate,479659.0,80892.0,0.1686,Public report,1,17,1,0
FE-00585,2006,Bridge,Steel (A588 Weathering),Desert Southwest,Mild,51,0.0107,Erosion,Catastrophic,105271.0,118984.0,1.1303,Emergency,0,0,0,1
FE-00586,2014,Bridge,Reinforced Concrete,Coastal Carolina,Severe,43,0.0627,Fatigue crack,Catastrophic,2337837.0,3006259.0,1.2859,Routine inspection,1,29,1,0
FE-00587,2017,Bridge,Steel (A36),Rural South,Mild,46,0.023,Buckling,Major,1968344.0,827951.0,0.4206,Routine inspection,0,0,1,1
FE-00588,2021,Pipeline,Composite Steel-Concrete,Urban West,Mild,59,0.0468,Corrosion,Major,492025.0,230188.0,0.4678,Routine inspection,1,2,0,0
FE-00589,2005,Pipeline,Steel (A36),Urban West,Mild,56,0.0489,Erosion,Major,629280.0,369748.0,0.5876,Emergency,0,0,0,1
FE-00590,2014,Bridge,Prestressed Concrete,Pacific Northwest,Mild,38,0.0448,Corrosion,Moderate,733632.0,158996.0,0.2167,Sensor alert,0,0,0,0
FE-00591,2006,Pipeline,Steel (A36),Pacific Northwest,Mild,36,0.0275,Erosion,Minor,441504.0,29472.0,0.0668,Routine inspection,0,0,1,0
FE-00592,2020,Pipeline,Steel (A36),Industrial New Jersey,Moderate,47,0.049,Corrosion,Moderate,231785.0,52669.0,0.2272,Emergency,1,0,1,0
FE-00593,2023,Building,Reinforced Concrete,Rural Mountain,Mild,32,0.0274,Fatigue crack,Major,597463.0,369045.0,0.6177,Emergency,1,17,0,0
FE-00594,2010,Bridge,Steel (A514 HY),Urban Midwest,Moderate,26,0.0288,Corrosion,Minor,4951372.0,200669.0,0.0405,Public report,0,0,1,0
FE-00595,2021,Pipeline,Prestressed Concrete,Rural Midwest,Mild,27,0.0327,Overload,Major,754945.0,363576.0,0.4816,Emergency,0,0,0,0
FE-00596,2011,Bridge,Steel (A36),Rural Mountain,Mild,61,0.0221,Overload,Major,693044.0,330109.0,0.4763,Routine inspection,0,0,1,0
FE-00597,2018,Bridge,Reinforced Concrete,Rural Mountain,Mild,41,0.0154,Corrosion,Minor,1267849.0,33542.0,0.0265,Sensor alert,0,0,0,0
FE-00598,2009,Bridge,Composite Steel-Concrete,Industrial Ohio,Moderate,57,0.0785,Brittle fracture,Moderate,602407.0,101907.0,0.1692,Public report,0,0,0,0
FE-00599,2005,Bridge,Composite Steel-Concrete,Rural Midwest,Mild,29,0.0293,Corrosion,Moderate,842294.0,248926.0,0.2955,Routine inspection,1,18,1,0
FE-00600,2017,Building,Steel (A36),Coastal California,Moderate,31,0.0469,Corrosion,Catastrophic,2998740.0,1778994.0,0.5932,Sensor alert,0,0,1,1
FE-00601,2023,Bridge,Steel (A588 Weathering),Rural Mountain,Mild,50,0.0098,Overload,Major,436999.0,130315.0,0.2982,Routine inspection,0,0,1,1
FE-00602,2005,Pipeline,Steel (A36),Industrial New Jersey,Moderate,55,0.0775,Buckling,Moderate,561881.0,161982.0,0.2883,Emergency,1,7,0,0
FE-00603,2016,Bridge,Reinforced Concrete,Pacific Northwest,Mild,44,0.0442,Corrosion,Minor,2064182.0,53215.0,0.0258,Emergency,0,0,0,0
FE-00604,2008,Pipeline,Prestressed Concrete,Rural South,Mild,52,0.0361,Fatigue crack,Moderate,4157252.0,1027165.0,0.2471,Sensor alert,1,14,1,0
FE-00605,2010,Bridge,Prestressed Concrete,Pacific Northwest,Mild,54,0.057,Buckling,Catastrophic,832905.0,1129320.0,1.3559,Public report,0,0,1,1
FE-00606,2009,Bridge,Reinforced Concrete,Urban West,Mild,65,0.0479,Creep,Moderate,2647317.0,498667.0,0.1884,Routine inspection,0,0,0,0
FE-00607,2018,Bridge,Steel (A588 Weathering),Rural Midwest,Mild,24,0.0182,Buckling,Major,5287675.0,1782791.0,0.3372,Load test,1,0,0,1
FE-00608,2017,Pipeline,Reinforced Concrete,Coastal Carolina,Severe,48,0.0748,Overload,Moderate,224584.0,58766.0,0.2617,Routine inspection,0,0,1,0
FE-00609,2012,Building,Steel (A36),Desert Southwest,Mild,67,0.0156,Corrosion,Major,566386.0,217972.0,0.3848,Routine inspection,0,0,1,0
FE-00610,2014,Pipeline,Composite Steel-Concrete,Urban Northeast,Moderate,60,0.0817,Settlement,Moderate,1649290.0,330992.0,0.2007,Load test,0,0,1,0
FE-00611,2017,Building,Steel (A588 Weathering),Urban West,Mild,75,0.0256,Fatigue crack,Moderate,2708955.0,412719.0,0.1524,Emergency,0,0,1,0
FE-00612,2011,Building,Steel (A36),Rural South,Mild,36,0.0294,Buckling,Major,1554188.0,945424.0,0.6083,Emergency,0,0,0,0
FE-00613,2013,Bridge,Prestressed Concrete,Pacific Northwest,Mild,64,0.0445,Buckling,Minor,1173808.0,60431.0,0.0515,Public report,0,0,1,0
FE-00614,2014,Pipeline,Steel (A36),Urban Northeast,Moderate,46,0.0404,Brittle fracture,Minor,587027.0,16408.0,0.028,Sensor alert,0,0,1,0
FE-00615,2007,Pipeline,Timber,Rural Midwest,Mild,64,0.0202,Erosion,Minor,940394.0,34759.0,0.037,Routine inspection,0,0,0,0
FE-00616,2015,Bridge,Prestressed Concrete,Industrial Michigan,Moderate,67,0.0677,Corrosion,Moderate,784424.0,229174.0,0.2922,Public report,1,6,1,0
FE-00617,2022,Bridge,Timber,Industrial Michigan,Moderate,44,0.0427,Corrosion,Moderate,4209358.0,426143.0,0.1012,Load test,1,26,1,0
FE-00618,2020,Bridge,Prestressed Concrete,Coastal Florida,Severe,40,0.1434,Erosion,Moderate,4211548.0,996960.0,0.2367,Sensor alert,0,0,1,0
FE-00619,2005,Building,Steel (A36),Industrial Michigan,Moderate,33,0.0885,Corrosion,Moderate,580218.0,89010.0,0.1534,Public report,0,0,1,0
FE-00620,2020,Bridge,Prestressed Concrete,Rural Mountain,Mild,57,0.0192,Fatigue crack,Minor,5563426.0,321456.0,0.0578,Load test,0,0,0,0
FE-00621,2020,Bridge,Steel (A36),Pacific Northwest,Mild,86,0.0458,Overload,Catastrophic,4440412.0,3272212.0,0.7369,Routine inspection,0,0,1,1
FE-00622,2007,Bridge,Prestressed Concrete,Urban West,Mild,36,0.0284,Corrosion,Moderate,382936.0,111465.0,0.2911,Emergency,1,9,1,0
FE-00623,2016,Bridge,Reinforced Concrete,Urban Midwest,Moderate,67,0.0697,Brittle fracture,Moderate,3368460.0,368511.0,0.1094,Sensor alert,0,0,1,0
FE-00624,2020,Bridge,Timber,Urban Midwest,Moderate,32,0.025,Erosion,Moderate,1070656.0,139012.0,0.1298,Routine inspection,1,9,1,0
FE-00625,2010,Pipeline,Timber,Desert Southwest,Mild,51,0.0178,Fatigue crack,Catastrophic,1064269.0,1444330.0,1.3571,Routine inspection,1,22,1,1
FE-00626,2014,Power Plant,Steel (A36),Industrial New Jersey,Moderate,47,0.0977,Fatigue crack,Minor,511781.0,29645.0,0.0579,Load test,0,0,0,0
FE-00627,2023,Pipeline,Steel (A36),Industrial New Jersey,Moderate,62,0.0684,Overload,Catastrophic,289843.0,244798.0,0.8446,Emergency,0,0,0,1
FE-00628,2014,Pipeline,Timber,Coastal Florida,Severe,48,0.0861,Fatigue crack,Minor,1016585.0,37424.0,0.0368,Public report,1,30,0,0
FE-00629,2010,Building,Timber,Coastal Texas,Severe,29,0.0661,Corrosion,Major,218485.0,116327.0,0.5324,Routine inspection,0,0,1,1
FE-00630,2016,Bridge,Reinforced Concrete,Industrial New Jersey,Moderate,32,0.0804,Creep,Catastrophic,503419.0,304565.0,0.605,Routine inspection,0,0,1,1
FE-00631,2019,Bridge,Steel (A36),Urban Midwest,Moderate,52,0.0578,Erosion,Moderate,650077.0,191407.0,0.2944,Emergency,1,5,0,0
FE-00632,2014,Power Plant,Timber,Rural Mountain,Mild,23,0.0285,Corrosion,Moderate,5977375.0,1075494.0,0.1799,Routine inspection,0,0,1,0
FE-00633,2009,Building,Steel (A36),Industrial New Jersey,Moderate,34,0.0786,Buckling,Major,7996865.0,3184121.0,0.3982,Public report,0,0,1,1
FE-00634,2018,Power Plant,Reinforced Concrete,Urban Midwest,Moderate,39,0.0456,Overload,Catastrophic,2656536.0,2678707.0,1.0083,Routine inspection,1,7,1,1
FE-00635,2006,Bridge,Composite Steel-Concrete,Urban West,Mild,31,0.0302,Buckling,Moderate,1920382.0,197822.0,0.103,Emergency,0,0,0,0
FE-00636,2008,Bridge,Prestressed Concrete,Urban West,Mild,66,0.0509,Brittle fracture,Moderate,2863673.0,642323.0,0.2243,Sensor alert,0,0,1,0
FE-00637,2005,Bridge,Timber,Coastal Florida,Severe,38,0.1428,Fatigue crack,Catastrophic,595395.0,722919.0,1.2142,Load test,1,1,0,0
FE-00638,2009,Power Plant,Steel (A36),Urban West,Mild,60,0.0287,Brittle fracture,Moderate,515388.0,104640.0,0.203,Sensor alert,1,25,1,0
FE-00639,2022,Bridge,Reinforced Concrete,Urban Midwest,Moderate,75,0.0638,Creep,Minor,3069369.0,153236.0,0.0499,Sensor alert,0,0,0,0
FE-00640,2010,Power Plant,Steel (A36),Industrial New Jersey,Moderate,48,0.0617,Settlement,Moderate,1048467.0,286544.0,0.2733,Sensor alert,0,0,0,0
FE-00641,2014,Bridge,Reinforced Concrete,Coastal Carolina,Severe,49,0.0536,Buckling,Minor,2432812.0,83614.0,0.0344,Public report,0,0,0,0
FE-00642,2017,Bridge,Steel (A588 Weathering),Pacific Northwest,Mild,60,0.0255,Corrosion,Minor,2138508.0,134568.0,0.0629,Routine inspection,0,0,1,0
FE-00643,2019,Pipeline,Steel (A36),Urban Midwest,Moderate,65,0.0355,Corrosion,Moderate,158936.0,16468.0,0.1036,Sensor alert,0,0,1,0
FE-00644,2018,Pipeline,Reinforced Concrete,Rural South,Mild,38,0.0449,Fatigue crack,Major,2498976.0,1046816.0,0.4189,Routine inspection,1,18,0,0
FE-00645,2021,Bridge,Composite Steel-Concrete,Rural Midwest,Mild,30,0.0184,Fatigue crack,Major,712441.0,202569.0,0.2843,Sensor alert,0,0,1,0
FE-00646,2018,Bridge,Reinforced Concrete,Industrial Michigan,Moderate,86,0.0841,Fatigue crack,Minor,2333733.0,139058.0,0.0596,Public report,1,8,1,0
FE-00647,2006,Bridge,Reinforced Concrete,Industrial Ohio,Moderate,52,0.0624,Fatigue crack,Major,3186586.0,2319240.0,0.7278,Routine inspection,0,0,1,1
FE-00648,2005,Bridge,Aluminium Alloy,Coastal Texas,Severe,37,0.099,Fatigue crack,Catastrophic,555725.0,467213.0,0.8407,Public report,0,0,1,0
FE-00649,2021,Bridge,Reinforced Concrete,Urban West,Mild,28,0.0524,Brittle fracture,Catastrophic,270482.0,182748.0,0.6756,Routine inspection,0,0,0,0
FE-00650,2008,Bridge,Reinforced Concrete,Industrial Michigan,Moderate,53,0.0644,Brittle fracture,Major,1368656.0,792632.0,0.5791,Routine inspection,0,0,0,0
FE-00651,2011,Bridge,FRP Composite,Desert Southwest,Mild,34,0.0261,Corrosion,Major,346550.0,147530.0,0.4257,Public report,0,0,1,1
FE-00652,2022,Bridge,Prestressed Concrete,Rural Midwest,Mild,38,0.0347,Erosion,Catastrophic,777977.0,714983.0,0.919,Emergency,1,26,1,0
FE-00653,2015,Building,Steel (A514 HY),Industrial Ohio,Moderate,44,0.0448,Corrosion,Major,255051.0,103797.0,0.407,Routine inspection,0,0,1,1
FE-00654,2021,Bridge,Steel (A588 Weathering),Coastal California,Moderate,77,0.0416,Buckling,Moderate,3370259.0,586847.0,0.1741,Emergency,0,0,1,0
FE-00655,2020,Pipeline,Reinforced Concrete,Rural Midwest,Mild,93,0.0155,Overload,Major,450573.0,316854.0,0.7032,Sensor alert,0,0,1,0
FE-00656,2006,Pipeline,Steel (A36),Industrial Ohio,Moderate,49,0.0456,Corrosion,Minor,2332149.0,167206.0,0.0717,Public report,0,0,1,0
FE-00657,2014,Pipeline,Steel (A36),Coastal Florida,Severe,47,0.1072,Brittle fracture,Moderate,2917894.0,299843.0,0.1028,Routine inspection,1,3,1,0
FE-00658,2009,Bridge,Prestressed Concrete,Coastal Carolina,Severe,41,0.0996,Fatigue crack,Moderate,10190016.0,1975775.0,0.1939,Routine inspection,0,0,1,0
FE-00659,2023,Pipeline,Reinforced Concrete,Coastal Texas,Severe,35,0.0571,Erosion,Major,824483.0,529240.0,0.6419,Public report,0,0,1,0
FE-00660,2008,Building,Reinforced Concrete,Desert Southwest,Mild,45,0.0255,Corrosion,Moderate,221041.0,37877.0,0.1714,Emergency,0,0,0,0
FE-00661,2020,Bridge,Steel (A588 Weathering),Urban West,Mild,41,0.0188,Overload,Major,3921206.0,1417899.0,0.3616,Public report,1,12,0,1
FE-00662,2020,Bridge,Steel (A588 Weathering),Urban Northeast,Moderate,66,0.0158,Corrosion,Minor,868152.0,37588.0,0.0433,Load test,0,0,1,0
FE-00663,2016,Pipeline,Prestressed Concrete,Coastal Texas,Severe,47,0.0766,Fatigue crack,Moderate,387390.0,56661.0,0.1463,Routine inspection,0,0,1,0
FE-00664,2012,Building,Steel (A36),Pacific Northwest,Mild,11,0.0464,Erosion,Moderate,986500.0,185653.0,0.1882,Load test,0,0,1,0
FE-00665,2005,Pipeline,Steel (A588 Weathering),Rural Midwest,Mild,48,0.0131,Fatigue crack,Moderate,756627.0,174240.0,0.2303,Routine inspection,0,0,1,0
FE-00666,2023,Building,Reinforced Concrete,Coastal Texas,Severe,39,0.0966,Corrosion,Minor,1478082.0,106966.0,0.0724,Sensor alert,0,0,1,0
FE-00667,2021,Bridge,Steel (A36),Pacific Northwest,Mild,36,0.0386,Fatigue crack,Moderate,860553.0,196015.0,0.2278,Routine inspection,0,0,1,0
FE-00668,2015,Building,Aluminium Alloy,Urban Midwest,Moderate,60,0.057,Erosion,Major,11046391.0,6212690.0,0.5624,Public report,0,0,0,0
FE-00669,2007,Bridge,Prestressed Concrete,Industrial Michigan,Moderate,59,0.0358,Corrosion,Moderate,338810.0,52154.0,0.1539,Routine inspection,0,0,1,0
FE-00670,2017,Bridge,Composite Steel-Concrete,Rural South,Mild,48,0.0568,Corrosion,Catastrophic,1775014.0,1495837.0,0.8427,Routine inspection,0,0,1,1
FE-00671,2009,Building,Prestressed Concrete,Coastal California,Moderate,62,0.0747,Creep,Moderate,1689255.0,371967.0,0.2202,Load test,1,5,1,0
FE-00672,2019,Bridge,Reinforced Concrete,Urban Midwest,Moderate,58,0.0633,Corrosion,Minor,1122963.0,81957.0,0.073,Routine inspection,1,5,1,0
FE-00673,2005,Bridge,Composite Steel-Concrete,Coastal Florida,Severe,55,0.1304,Corrosion,Moderate,445153.0,74941.0,0.1683,Routine inspection,1,19,1,0
FE-00674,2017,Building,Steel (A514 HY),Industrial New Jersey,Moderate,80,0.0876,Fatigue crack,Moderate,2009247.0,501503.0,0.2496,Routine inspection,0,0,1,0
FE-00675,2008,Bridge,Steel (A36),Urban Midwest,Moderate,36,0.0368,Corrosion,Moderate,3092746.0,548101.0,0.1772,Public report,0,0,1,0
FE-00676,2005,Bridge,Steel (A514 HY),Rural Midwest,Mild,62,0.022,Buckling,Minor,767030.0,38874.0,0.0507,Routine inspection,1,7,1,0
FE-00677,2010,Pipeline,Steel (A36),Coastal Florida,Severe,69,0.0604,Overload,Catastrophic,966547.0,974883.0,1.0086,Public report,0,0,1,1
FE-00678,2013,Building,Timber,Pacific Northwest,Mild,45,0.0494,Fatigue crack,Catastrophic,1056183.0,814871.0,0.7715,Load test,0,0,0,1
FE-00679,2009,Bridge,Steel (A36),Urban Midwest,Moderate,52,0.0301,Corrosion,Minor,4579244.0,293406.0,0.0641,Load test,0,0,0,0
FE-00680,2023,Building,Steel (A36),Urban Midwest,Moderate,33,0.0387,Erosion,Moderate,5139716.0,669631.0,0.1303,Routine inspection,0,0,1,0
FE-00681,2007,Building,Timber,Industrial Michigan,Moderate,38,0.0656,Fatigue crack,Catastrophic,1791309.0,2247037.0,1.2544,Routine inspection,1,6,1,1
FE-00682,2014,Building,FRP Composite,Desert Southwest,Mild,57,0.0164,Overload,Moderate,453095.0,101335.0,0.2237,Emergency,1,34,1,0
FE-00683,2011,Bridge,Reinforced Concrete,Coastal Florida,Severe,47,0.1385,Corrosion,Catastrophic,2000115.0,1260569.0,0.6302,Routine inspection,0,0,0,1
FE-00684,2018,Power Plant,Reinforced Concrete,Desert Southwest,Mild,23,0.0119,Corrosion,Moderate,1016786.0,294127.0,0.2893,Routine inspection,1,5,1,0
FE-00685,2012,Building,Composite Steel-Concrete,Urban Midwest,Moderate,39,0.026,Buckling,Moderate,2951064.0,875269.0,0.2966,Public report,0,0,0,0
FE-00686,2013,Building,Cast Iron,Coastal Florida,Severe,39,0.1174,Corrosion,Minor,15766355.0,481513.0,0.0305,Emergency,1,17,1,0
FE-00687,2018,Bridge,FRP Composite,Urban Midwest,Moderate,26,0.0524,Erosion,Minor,4673699.0,119713.0,0.0256,Emergency,1,29,0,0
FE-00688,2013,Building,Prestressed Concrete,Urban Midwest,Moderate,45,0.0354,Brittle fracture,Catastrophic,932489.0,1041001.0,1.1164,Load test,1,11,1,1
FE-00689,2011,Bridge,Steel (A514 HY),Coastal Florida,Severe,49,0.0757,Brittle fracture,Moderate,2307758.0,416669.0,0.1806,Load test,0,0,0,0
FE-00690,2022,Bridge,Steel (A36),Coastal Texas,Severe,70,0.0831,Brittle fracture,Minor,2968464.0,89685.0,0.0302,Routine inspection,0,0,0,0
FE-00691,2019,Power Plant,Prestressed Concrete,Pacific Northwest,Mild,53,0.0255,Fatigue crack,Moderate,2294326.0,542984.0,0.2367,Public report,1,25,1,0
FE-00692,2022,Bridge,Timber,Rural Mountain,Mild,66,0.0156,Overload,Minor,1159727.0,29397.0,0.0253,Public report,1,24,0,0
FE-00693,2013,Bridge,Steel (A36),Coastal Carolina,Severe,45,0.0701,Erosion,Minor,1271365.0,81795.0,0.0643,Sensor alert,0,0,1,0
FE-00694,2018,Pipeline,Steel (A36),Urban Midwest,Moderate,57,0.0589,Fatigue crack,Moderate,1178741.0,226690.0,0.1923,Sensor alert,0,0,0,0
FE-00695,2010,Bridge,Prestressed Concrete,Rural Midwest,Mild,60,0.0345,Erosion,Minor,1912184.0,132289.0,0.0692,Load test,0,0,0,0
FE-00696,2021,Bridge,Steel (A588 Weathering),Coastal Florida,Severe,37,0.0472,Creep,Major,205120.0,74970.0,0.3655,Routine inspection,1,6,1,1
FE-00697,2010,Bridge,Steel (A588 Weathering),Coastal Florida,Severe,65,0.0526,Creep,Moderate,1357957.0,329615.0,0.2427,Public report,0,0,1,0
FE-00698,2013,Bridge,Cast Iron,Coastal California,Moderate,55,0.0515,Corrosion,Minor,815391.0,58632.0,0.0719,Public report,1,49,0,0
FE-00699,2017,Bridge,Composite Steel-Concrete,Urban Northeast,Moderate,42,0.0857,Brittle fracture,Major,1407514.0,829169.0,0.5891,Sensor alert,0,0,1,1
FE-00700,2014,Building,Prestressed Concrete,Rural Mountain,Mild,51,0.0176,Fatigue crack,Moderate,193715.0,38209.0,0.1972,Routine inspection,0,0,1,0
FE-00701,2019,Bridge,Stainless Steel 316L,Urban Midwest,Moderate,57,0.0059,Fatigue crack,Minor,2765698.0,206165.0,0.0745,Sensor alert,0,0,0,0
FE-00702,2008,Pipeline,Reinforced Concrete,Urban Northeast,Moderate,35,0.0435,Fatigue crack,Minor,460334.0,26617.0,0.0578,Load test,1,14,1,0
FE-00703,2014,Building,Steel (A36),Pacific Northwest,Mild,42,0.0252,Overload,Minor,3136090.0,198659.0,0.0633,Sensor alert,1,0,1,0
FE-00704,2012,Power Plant,Reinforced Concrete,Desert Southwest,Mild,52,0.0173,Settlement,Minor,1695001.0,94688.0,0.0559,Sensor alert,0,0,0,0
FE-00705,2022,Bridge,Steel (A588 Weathering),Rural Midwest,Mild,19,0.0123,Corrosion,Moderate,4391266.0,690398.0,0.1572,Sensor alert,1,17,1,0
FE-00706,2020,Power Plant,Timber,Pacific Northwest,Mild,17,0.0513,Corrosion,Moderate,378702.0,65504.0,0.173,Load test,0,0,1,0
FE-00707,2020,Bridge,Timber,Industrial New Jersey,Moderate,49,0.0491,Corrosion,Minor,1065540.0,51291.0,0.0481,Public report,0,0,1,0
FE-00708,2016,Bridge,Steel (A588 Weathering),Urban Northeast,Moderate,28,0.0421,Erosion,Major,417528.0,238533.0,0.5713,Sensor alert,0,0,1,0
FE-00709,2013,Pipeline,FRP Composite,Coastal California,Moderate,33,0.0728,Corrosion,Minor,988142.0,54978.0,0.0556,Routine inspection,1,9,0,0
FE-00710,2009,Pipeline,Composite Steel-Concrete,Rural Mountain,Mild,50,0.0235,Fatigue crack,Minor,5454919.0,298538.0,0.0547,Routine inspection,1,13,1,0
