date,commodity,mqi,supply_disruption_prob,substitution_elasticity,green_premium_per_kg,carbon_intensity_virgin,carbon_intensity_recycled,herfindahl_index,mqi_5d_trend,mqi_21d_trend,mqi_63d_trend
2021-04-05,Aluminium,76.56,0.1345,0.5548,0.819,12.21,0.61,0.1254,-0.18,-1.69,0.92
2021-04-06,Aluminium,76.5,0.1293,0.5581,0.867,11.56,0.6,0.1294,-0.15,-1.73,0.73
2021-04-07,Aluminium,77.2,0.1326,0.5556,0.862,11.61,0.58,0.1175,1.06,-0.43,0.75
2021-04-08,Aluminium,76.42,0.1259,0.5687,0.795,12.17,0.59,0.1196,-0.48,-0.61,0.06
2021-04-09,Aluminium,76.63,0.1193,0.5101,0.801,11.76,0.65,0.1176,-0.34,-0.01,0.16
2021-04-12,Aluminium,76.66,0.1279,0.545,0.841,12.23,0.62,0.121,0.1,1.11,-0.45
2021-04-13,Aluminium,77.03,0.1359,0.5706,0.862,12.28,0.61,0.1165,0.53,2.02,0.5
2021-04-14,Aluminium,77.51,0.1381,0.5649,0.823,12.0,0.62,0.1101,0.31,2.86,1.52
2021-04-15,Aluminium,77.34,0.1253,0.5269,0.865,12.03,0.62,0.1185,0.92,3.11,0.65
2021-04-16,Aluminium,77.54,0.132,0.5503,0.829,12.19,0.63,0.1243,0.91,3.76,0.43
2021-04-19,Aluminium,78.59,0.1473,0.5224,0.871,11.79,0.61,0.117,1.93,4.07,1.8
2021-04-20,Aluminium,78.84,0.1484,0.5737,0.858,11.94,0.65,0.1248,1.81,3.69,2.43
2021-04-21,Aluminium,79.08,0.1475,0.5991,0.811,11.83,0.62,0.1217,1.57,3.85,3.32
2021-04-22,Aluminium,78.35,0.1352,0.5502,0.853,12.34,0.61,0.1151,1.01,3.19,1.84
2021-04-23,Aluminium,78.89,0.1406,0.5351,0.813,11.87,0.6,0.1193,1.35,3.69,2.34
2021-04-26,Aluminium,78.76,0.1333,0.5221,0.864,12.18,0.59,0.1182,0.17,3.25,2.13
2021-04-27,Aluminium,78.36,0.1411,0.5483,0.885,11.84,0.58,0.1211,-0.48,1.62,1.66
2021-04-28,Aluminium,77.91,0.1329,0.5049,0.84,11.86,0.59,0.1242,-1.17,1.26,1.72
2021-04-29,Aluminium,77.64,0.1145,0.5318,0.844,11.9,0.6,0.1246,-0.71,1.5,1.89
2021-04-30,Aluminium,77.04,0.1187,0.5537,0.856,12.1,0.59,0.1193,-1.85,0.14,0.65
2021-05-03,Aluminium,76.3,0.1313,0.5456,0.892,11.93,0.59,0.1177,-2.46,-0.67,0.09
2021-05-04,Aluminium,75.15,0.1348,0.5402,0.818,11.98,0.62,0.1161,-3.21,-1.41,-0.74
2021-05-05,Aluminium,74.95,0.1358,0.5576,0.812,12.38,0.6,0.1222,-2.96,-1.55,-1.23
2021-05-06,Aluminium,74.74,0.1275,0.5695,0.814,11.73,0.61,0.1196,-2.9,-2.46,-1.13
2021-05-07,Aluminium,74.29,0.1254,0.535,0.84,12.29,0.6,0.1166,-2.75,-2.13,-1.55
2021-05-10,Aluminium,74.53,0.123,0.5858,0.9,11.71,0.6,0.1124,-1.77,-2.1,-2.23
2021-05-11,Aluminium,74.43,0.1203,0.5505,0.882,11.9,0.6,0.1187,-0.72,-2.23,-2.03
2021-05-12,Aluminium,74.43,0.1121,0.5532,0.868,11.81,0.59,0.1247,-0.52,-2.6,-1.36
2021-05-13,Aluminium,74.27,0.1163,0.5198,0.832,11.59,0.65,0.1228,-0.47,-3.24,-1.41
2021-05-14,Aluminium,74.25,0.118,0.5408,0.823,12.08,0.62,0.1251,-0.04,-3.09,-2.28
2021-05-17,Aluminium,74.0,0.1164,0.5341,0.886,11.64,0.57,0.1195,-0.53,-3.54,-2.54
2021-05-18,Aluminium,72.94,0.1144,0.5501,0.832,11.97,0.59,0.1152,-1.49,-5.65,-4.42
2021-05-19,Aluminium,73.27,0.1158,0.5445,0.863,11.79,0.6,0.1127,-1.16,-5.57,-4.63
2021-05-20,Aluminium,73.11,0.1149,0.5635,0.828,11.83,0.6,0.1113,-1.16,-5.97,-4.7
2021-05-21,Aluminium,73.03,0.1205,0.5644,0.85,11.86,0.56,0.1286,-1.22,-5.32,-5.01
2021-05-24,Aluminium,72.56,0.1285,0.5463,0.821,11.79,0.62,0.1177,-1.44,-6.33,-5.56
2021-05-25,Aluminium,72.95,0.1314,0.5778,0.804,11.5,0.61,0.1181,0.01,-5.81,-5.0
2021-05-26,Aluminium,73.31,0.1136,0.552,0.842,11.8,0.61,0.1315,0.04,-5.05,-5.06
2021-05-27,Aluminium,72.8,0.1027,0.5417,0.874,12.03,0.61,0.1203,-0.31,-5.11,-5.85
2021-05-28,Aluminium,72.16,0.1037,0.5391,0.788,12.04,0.6,0.1154,-0.87,-5.48,-7.04
2021-05-31,Aluminium,72.03,0.091,0.542,0.857,11.71,0.6,0.12,-0.53,-5.01,-6.45
2021-06-01,Aluminium,71.68,0.0962,0.5191,0.842,12.22,0.59,0.1195,-1.27,-4.62,-6.03
2021-06-02,Aluminium,72.58,0.1,0.5316,0.874,12.17,0.59,0.1154,-0.73,-2.57,-5.67
2021-06-03,Aluminium,72.95,0.0945,0.5533,0.889,12.22,0.61,0.1205,0.15,-2.0,-5.28
2021-06-04,Aluminium,73.59,0.0798,0.559,0.864,11.62,0.6,0.1189,1.43,-1.15,-4.04
2021-06-07,Aluminium,73.92,0.0644,0.5252,0.865,11.6,0.61,0.1035,1.89,-0.37,-3.11
2021-06-08,Aluminium,73.61,0.0646,0.5785,0.856,12.17,0.6,0.1176,1.93,-0.92,-3.03
2021-06-09,Aluminium,73.7,0.0633,0.5403,0.829,11.81,0.62,0.1214,1.12,-0.73,-1.85
2021-06-10,Aluminium,73.84,0.0763,0.5061,0.843,11.9,0.59,0.1335,0.89,-0.59,-1.17
2021-06-11,Aluminium,74.24,0.0622,0.567,0.815,11.94,0.58,0.117,0.65,-0.03,-0.41
2021-06-14,Aluminium,73.78,0.0652,0.5714,0.855,11.94,0.58,0.1196,-0.14,-0.47,-0.45
2021-06-15,Aluminium,73.95,0.0591,0.5761,0.859,12.0,0.6,0.1155,0.34,-0.05,0.17
2021-06-16,Aluminium,74.62,0.0706,0.5624,0.851,12.21,0.6,0.126,0.92,1.68,0.1
2021-06-17,Aluminium,75.29,0.0887,0.5726,0.873,12.0,0.6,0.1297,1.45,2.02,0.14
2021-06-18,Aluminium,76.34,0.1034,0.5615,0.867,12.21,0.62,0.1132,2.1,3.23,1.11
2021-06-21,Aluminium,76.28,0.1014,0.5561,0.892,11.55,0.59,0.12,2.5,3.25,1.12
2021-06-22,Aluminium,76.65,0.1089,0.5662,0.872,11.8,0.58,0.1146,2.7,4.09,1.45
2021-06-23,Aluminium,77.01,0.1016,0.5882,0.892,11.89,0.65,0.1176,2.39,4.06,1.5
2021-06-24,Aluminium,77.34,0.098,0.5702,0.87,11.77,0.6,0.1189,2.05,4.03,0.6
2021-06-25,Aluminium,77.6,0.1015,0.5957,0.828,11.93,0.6,0.1204,1.26,4.8,0.95
2021-06-28,Aluminium,77.24,0.1026,0.5548,0.886,12.18,0.59,0.1213,0.96,5.08,1.1
2021-06-29,Aluminium,77.44,0.1003,0.5562,0.869,12.0,0.56,0.1218,0.79,5.41,0.54
2021-06-30,Aluminium,77.34,0.0879,0.5761,0.872,12.25,0.62,0.1193,0.33,5.66,0.37
2021-07-01,Aluminium,77.17,0.0774,0.5511,0.859,11.94,0.62,0.1166,-0.17,4.59,0.61
2021-07-02,Aluminium,76.47,0.0707,0.5175,0.878,12.11,0.6,0.1249,-1.13,3.52,-0.03
2021-07-05,Aluminium,77.03,0.0607,0.5561,0.862,12.1,0.6,0.1214,-0.21,3.44,-0.17
2021-07-06,Aluminium,76.0,0.0759,0.5312,0.871,12.11,0.6,0.1227,-1.44,2.08,-0.42
2021-07-07,Aluminium,77.2,0.0784,0.5517,0.871,12.06,0.59,0.1131,-0.14,3.59,0.57
2021-07-08,Aluminium,78.11,0.0853,0.5301,0.87,12.28,0.63,0.1313,0.94,4.41,1.45
2021-07-09,Aluminium,78.13,0.0842,0.5798,0.824,11.67,0.6,0.1213,1.66,4.29,1.1
2021-07-12,Aluminium,78.37,0.0859,0.5522,0.849,12.46,0.61,0.121,1.34,4.13,0.86
2021-07-13,Aluminium,78.55,0.0882,0.5265,0.864,12.22,0.6,0.1264,2.55,4.77,1.21
2021-07-14,Aluminium,78.02,0.0931,0.5605,0.842,12.15,0.6,0.1235,0.82,4.07,0.48
2021-07-15,Aluminium,77.7,0.0941,0.5527,0.844,12.12,0.6,0.1231,-0.41,3.08,-0.89
2021-07-16,Aluminium,77.93,0.0986,0.5325,0.82,11.96,0.62,0.1176,-0.2,2.64,-0.91
2021-07-19,Aluminium,77.5,0.0989,0.55,0.894,12.0,0.6,0.1176,-0.87,1.16,-1.58
2021-07-20,Aluminium,77.6,0.1064,0.5559,0.847,12.43,0.6,0.1193,-0.95,1.32,-0.75
2021-07-21,Aluminium,77.94,0.0997,0.5929,0.808,12.24,0.62,0.124,-0.08,1.29,-0.95
2021-07-22,Aluminium,77.83,0.1086,0.5242,0.872,12.05,0.62,0.1279,0.13,0.82,-0.93
2021-07-23,Aluminium,78.24,0.124,0.5854,0.847,12.26,0.6,0.116,0.31,0.9,-0.12
2021-07-26,Aluminium,77.21,0.1263,0.5262,0.828,12.16,0.57,0.1141,-0.29,-0.39,-0.7
2021-07-27,Aluminium,77.28,0.1217,0.5421,0.883,11.62,0.59,0.1114,-0.32,0.04,-0.36
2021-07-28,Aluminium,77.0,0.1128,0.5592,0.858,12.18,0.59,0.1127,-0.94,-0.44,-0.04
2021-07-29,Aluminium,77.29,0.1178,0.5688,0.821,12.37,0.58,0.1142,-0.54,-0.05,0.99
2021-07-30,Aluminium,77.23,0.1248,0.5573,0.835,12.34,0.59,0.1234,-1.01,0.06,2.08
2021-08-02,Aluminium,77.68,0.1164,0.5125,0.833,12.13,0.63,0.119,0.47,1.21,2.73
2021-08-03,Aluminium,77.03,0.1033,0.5752,0.835,12.27,0.57,0.1185,-0.25,0.0,2.29
2021-08-04,Aluminium,77.29,0.0985,0.5351,0.889,12.09,0.6,0.1202,0.29,1.29,3.0
2021-08-05,Aluminium,77.52,0.0966,0.5364,0.899,11.53,0.61,0.1256,0.23,0.32,2.99
2021-08-06,Aluminium,77.8,0.0965,0.5417,0.821,12.02,0.63,0.121,0.57,-0.31,3.37
2021-08-09,Aluminium,78.36,0.0955,0.5759,0.877,12.41,0.6,0.1138,0.68,0.23,3.93
2021-08-10,Aluminium,77.23,0.1029,0.5773,0.859,12.01,0.58,0.1175,0.2,-1.14,2.96
2021-08-11,Aluminium,76.54,0.0944,0.5257,0.86,11.8,0.6,0.1169,-0.75,-2.01,2.29
2021-08-12,Aluminium,75.92,0.0942,0.552,0.844,12.18,0.59,0.1182,-1.6,-2.1,1.92
2021-08-13,Aluminium,75.68,0.0775,0.5804,0.846,12.01,0.59,0.133,-2.12,-2.02,2.74
2021-08-16,Aluminium,75.46,0.0952,0.469,0.827,11.91,0.58,0.1173,-2.9,-2.47,2.19
2021-08-17,Aluminium,75.63,0.0991,0.5744,0.768,11.82,0.57,0.1227,-1.6,-1.87,2.52
2021-08-18,Aluminium,75.16,0.0948,0.5502,0.831,11.78,0.6,0.1145,-1.38,-2.44,2.13
2021-08-19,Aluminium,74.4,0.0952,0.5681,0.84,11.38,0.63,0.1298,-1.52,-3.54,1.84
2021-08-20,Aluminium,74.08,0.1074,0.5767,0.801,12.18,0.63,0.1165,-1.6,-3.75,1.13
2021-08-23,Aluminium,74.61,0.1236,0.5644,0.88,12.37,0.6,0.1196,-0.85,-3.63,1.3
2021-08-24,Aluminium,74.2,0.1275,0.511,0.866,11.89,0.59,0.1254,-1.43,-3.01,1.4
2021-08-25,Aluminium,74.15,0.1347,0.5733,0.862,11.83,0.61,0.1241,-1.01,-3.13,1.99
2021-08-26,Aluminium,73.66,0.1261,0.5768,0.84,12.08,0.6,0.1185,-0.74,-3.34,1.63
2021-08-27,Aluminium,73.42,0.1364,0.5546,0.823,11.9,0.61,0.1085,-0.66,-3.87,1.74
2021-08-30,Aluminium,73.36,0.1418,0.5692,0.849,12.22,0.58,0.126,-1.25,-3.87,0.78
2021-08-31,Aluminium,74.12,0.1335,0.5376,0.84,11.87,0.6,0.1283,-0.08,-3.56,1.17
2021-09-01,Aluminium,74.31,0.1257,0.5649,0.856,11.96,0.6,0.1186,0.16,-2.72,0.72
2021-09-02,Aluminium,74.54,0.1158,0.5568,0.864,12.0,0.61,0.1159,0.88,-2.75,0.62
2021-09-03,Aluminium,74.75,0.1151,0.5641,0.833,12.16,0.58,0.1136,1.33,-2.77,1.14
2021-09-06,Aluminium,75.26,0.1021,0.5581,0.857,12.09,0.61,0.1238,1.9,-2.54,1.56
2021-09-07,Aluminium,76.2,0.1001,0.5831,0.832,12.19,0.6,0.1159,2.08,-2.16,2.36
2021-09-08,Aluminium,75.28,0.11,0.5549,0.835,11.95,0.64,0.1132,0.97,-1.95,1.04
2021-09-09,Aluminium,76.18,0.1034,0.5158,0.817,11.68,0.63,0.1189,1.64,-0.36,2.4
2021-09-10,Aluminium,75.71,0.1069,0.5576,0.796,11.77,0.6,0.1245,0.96,-0.21,1.76
2021-09-13,Aluminium,75.89,0.1032,0.533,0.833,11.87,0.6,0.1278,0.63,0.21,1.27
2021-09-14,Aluminium,76.59,0.1138,0.5449,0.889,11.91,0.58,0.1236,0.39,1.13,1.3
2021-09-15,Aluminium,76.87,0.1133,0.5405,0.886,11.7,0.61,0.1112,1.59,1.24,0.53
2021-09-16,Aluminium,76.65,0.1167,0.5232,0.857,12.09,0.62,0.1249,0.47,1.49,0.37
2021-09-17,Aluminium,76.73,0.1062,0.5964,0.81,11.81,0.62,0.1196,1.02,2.33,0.08
2021-09-20,Aluminium,76.87,0.0996,0.5562,0.847,11.43,0.58,0.1312,0.98,2.79,-0.14
2021-09-21,Aluminium,77.33,0.1065,0.5682,0.844,11.84,0.58,0.1155,0.74,2.72,-0.01
2021-09-22,Aluminium,77.63,0.1191,0.5522,0.899,11.79,0.59,0.1209,0.76,3.43,0.03
2021-09-23,Aluminium,77.63,0.1253,0.569,0.868,11.89,0.61,0.1183,0.98,3.48,0.39
2021-09-24,Aluminium,78.07,0.1236,0.5821,0.856,11.97,0.59,0.1158,1.34,4.41,0.63
2021-09-27,Aluminium,77.61,0.1153,0.5391,0.878,11.71,0.65,0.1197,0.74,4.19,0.27
2021-09-28,Aluminium,77.34,0.1179,0.5547,0.861,11.75,0.6,0.1188,0.01,3.98,0.17
2021-09-29,Aluminium,78.54,0.1177,0.5529,0.868,11.86,0.59,0.1162,0.91,4.42,2.07
2021-09-30,Aluminium,79.0,0.133,0.5577,0.851,12.39,0.6,0.1148,1.37,4.69,1.97
2021-10-01,Aluminium,78.91,0.138,0.5204,0.832,12.04,0.61,0.1219,0.84,4.37,2.91
2021-10-04,Aluminium,78.73,0.1365,0.5489,0.863,11.98,0.59,0.1157,1.12,3.98,1.53
2021-10-05,Aluminium,78.68,0.1302,0.564,0.853,12.6,0.6,0.118,1.34,3.42,0.57
2021-10-06,Aluminium,78.63,0.1274,0.5398,0.878,11.85,0.61,0.1204,0.09,2.43,0.5
2021-10-07,Aluminium,79.24,0.1276,0.5351,0.851,12.09,0.57,0.1139,0.24,3.96,0.87
2021-10-08,Aluminium,79.18,0.1272,0.5356,0.839,11.77,0.59,0.1164,0.27,3.0,0.63
2021-10-11,Aluminium,79.82,0.11,0.5607,0.823,11.8,0.59,0.1131,1.09,4.11,1.8
2021-10-12,Aluminium,80.51,0.1053,0.5388,0.847,11.88,0.62,0.1279,1.83,4.62,2.81
2021-10-13,Aluminium,80.71,0.1091,0.5392,0.794,11.86,0.59,0.1171,2.08,4.12,2.78
2021-10-14,Aluminium,80.99,0.1144,0.5462,0.838,12.17,0.58,0.1131,1.75,4.12,3.49
2021-10-15,Aluminium,80.84,0.1206,0.4628,0.827,12.35,0.62,0.1298,1.66,4.19,3.24
2021-10-18,Aluminium,80.98,0.1187,0.5408,0.861,12.12,0.61,0.1158,1.16,4.25,3.04
2021-10-19,Aluminium,81.06,0.1069,0.5578,0.817,11.7,0.6,0.1177,0.55,4.19,3.23
2021-10-20,Aluminium,80.81,0.0937,0.5669,0.855,12.22,0.63,0.1125,0.1,3.48,2.57
2021-10-21,Aluminium,80.57,0.0882,0.5292,0.855,12.15,0.61,0.1226,-0.42,2.94,3.36
2021-10-22,Aluminium,80.42,0.0866,0.5358,0.866,12.14,0.59,0.1192,-0.42,2.79,3.14
2021-10-25,Aluminium,80.51,0.069,0.537,0.881,11.85,0.58,0.1253,-0.47,2.44,3.51
2021-10-26,Aluminium,80.93,0.0593,0.5564,0.852,12.3,0.62,0.1241,-0.13,3.32,3.64
2021-10-27,Aluminium,81.16,0.0602,0.5659,0.853,11.52,0.62,0.1242,0.35,3.82,3.93
2021-10-28,Aluminium,81.55,0.053,0.5499,0.859,11.75,0.57,0.1245,0.98,3.01,3.87
2021-10-29,Aluminium,82.21,0.0626,0.5689,0.847,11.93,0.59,0.1168,1.79,3.21,5.18
2021-11-01,Aluminium,82.1,0.0664,0.5491,0.841,11.65,0.6,0.119,1.59,3.19,4.81
2021-11-02,Aluminium,81.13,0.0713,0.5564,0.837,12.06,0.6,0.1261,0.2,2.4,3.61
2021-11-03,Aluminium,80.98,0.0796,0.587,0.87,11.45,0.59,0.1203,-0.18,2.3,3.18
2021-11-04,Aluminium,81.7,0.0776,0.5631,0.832,12.13,0.6,0.1204,0.15,3.07,3.34
2021-11-05,Aluminium,82.15,0.0737,0.533,0.848,11.67,0.64,0.1211,-0.06,2.91,4.92
2021-11-08,Aluminium,82.41,0.0732,0.5443,0.853,12.5,0.61,0.1293,0.31,3.23,5.87
2021-11-09,Aluminium,82.53,0.0817,0.542,0.839,11.63,0.6,0.117,1.4,2.71,6.61
2021-11-10,Aluminium,82.41,0.0826,0.5258,0.817,11.98,0.62,0.1206,1.43,1.9,6.73
2021-11-11,Aluminium,82.87,0.0736,0.5188,0.883,12.03,0.61,0.1132,1.17,2.16,7.41
2021-11-12,Aluminium,82.78,0.079,0.5823,0.852,11.55,0.59,0.1157,0.63,1.79,7.15
2021-11-15,Aluminium,83.48,0.0743,0.561,0.848,11.64,0.57,0.1166,1.07,2.64,8.32
2021-11-16,Aluminium,83.22,0.0792,0.5934,0.839,12.18,0.62,0.1222,0.69,2.24,8.82
2021-11-17,Aluminium,83.89,0.0812,0.5438,0.817,11.99,0.58,0.1257,1.48,2.83,9.81
2021-11-18,Aluminium,84.01,0.0795,0.5464,0.863,12.45,0.6,0.1247,1.14,3.2,9.4
2021-11-19,Aluminium,83.3,0.0912,0.5396,0.848,11.83,0.61,0.1091,0.52,2.73,9.1
2021-11-22,Aluminium,83.44,0.095,0.5035,0.841,12.08,0.59,0.111,-0.04,3.02,9.29
2021-11-23,Aluminium,84.57,0.1019,0.5347,0.835,11.94,0.62,0.1231,1.35,4.06,10.91
2021-11-24,Aluminium,83.91,0.0971,0.5662,0.833,11.95,0.61,0.1183,0.02,2.98,10.49
2021-11-25,Aluminium,83.44,0.0992,0.5512,0.824,11.52,0.61,0.1218,-0.57,2.28,10.08
2021-11-26,Aluminium,83.58,0.1064,0.5368,0.854,11.69,0.6,0.122,0.28,2.03,9.46
2021-11-29,Aluminium,83.85,0.095,0.5336,0.853,12.03,0.61,0.1064,0.41,1.64,9.54
2021-11-30,Aluminium,83.72,0.0825,0.5476,0.802,12.03,0.61,0.124,-0.85,1.62,9.18
2021-12-01,Aluminium,84.14,0.0847,0.5695,0.843,11.79,0.6,0.1124,0.23,3.01,9.39
2021-12-02,Aluminium,84.11,0.0733,0.5262,0.818,11.84,0.63,0.1361,0.67,3.13,8.85
2021-12-03,Aluminium,82.95,0.0742,0.5751,0.847,12.17,0.63,0.1196,-0.63,1.25,6.75
2021-12-06,Aluminium,82.87,0.0702,0.5314,0.887,12.26,0.62,0.1236,-0.98,0.72,7.59
2021-12-07,Aluminium,82.91,0.0843,0.5533,0.822,11.8,0.6,0.1211,-0.81,0.5,6.73
2021-12-08,Aluminium,82.87,0.0828,0.5717,0.83,12.29,0.6,0.121,-1.27,0.34,7.16
2021-12-09,Aluminium,82.29,0.0774,0.6044,0.895,12.0,0.56,0.1239,-1.82,-0.12,6.4
2021-12-10,Aluminium,81.73,0.0676,0.5372,0.823,11.86,0.59,0.1208,-1.22,-1.14,5.14
2021-12-13,Aluminium,82.16,0.0655,0.5921,0.863,12.17,0.6,0.1225,-0.71,-0.62,5.29
2021-12-14,Aluminium,82.12,0.0633,0.5444,0.881,11.98,0.58,0.126,-0.79,-1.36,5.47
2021-12-15,Aluminium,81.76,0.0716,0.582,0.828,12.05,0.57,0.1193,-1.11,-1.46,5.03
2021-12-16,Aluminium,82.22,0.0781,0.5548,0.83,12.23,0.6,0.1255,-0.07,-1.67,5.35
2021-12-17,Aluminium,82.21,0.087,0.5513,0.852,12.12,0.63,0.1263,0.48,-1.8,4.88
2021-12-20,Aluminium,82.28,0.0936,0.5583,0.845,11.82,0.62,0.1144,0.12,-1.02,4.65
2021-12-21,Aluminium,82.16,0.102,0.5576,0.854,12.03,0.6,0.1134,0.04,-1.28,4.53
2021-12-22,Aluminium,81.82,0.1034,0.5713,0.823,12.38,0.62,0.1146,0.06,-2.75,3.75
2021-12-23,Aluminium,82.52,0.1175,0.5364,0.838,12.49,0.6,0.1286,0.3,-1.39,4.91
2021-12-24,Aluminium,81.96,0.1229,0.5493,0.892,12.13,0.59,0.1129,-0.25,-1.48,4.62
2021-12-27,Aluminium,80.91,0.14,0.5492,0.867,12.05,0.61,0.1197,-1.37,-2.67,2.37
2021-12-28,Aluminium,81.29,0.1293,0.5801,0.915,11.96,0.6,0.1158,-0.87,-2.56,2.29
2021-12-29,Aluminium,81.26,0.1326,0.5788,0.795,11.96,0.59,0.1273,-0.56,-2.46,2.35
2021-12-30,Aluminium,81.95,0.1319,0.5424,0.879,12.16,0.58,0.1195,-0.57,-2.19,3.22
2021-12-31,Aluminium,81.6,0.1339,0.5975,0.797,12.13,0.63,0.1117,-0.36,-2.51,2.92
2022-01-03,Aluminium,80.92,0.1282,0.5352,0.87,12.31,0.6,0.1222,0.01,-2.03,2.29
2022-01-04,Aluminium,80.78,0.1229,0.556,0.844,12.21,0.59,0.1222,-0.51,-2.09,1.54
2022-01-05,Aluminium,81.28,0.1302,0.5524,0.876,11.86,0.59,0.1209,0.02,-1.63,2.1
2022-01-06,Aluminium,81.09,0.1407,0.5577,0.847,11.65,0.6,0.1201,-0.86,-1.78,1.27
2022-01-07,Aluminium,81.55,0.1432,0.5282,0.844,11.94,0.64,0.1242,-0.05,-0.74,1.04
2022-01-10,Aluminium,82.23,0.1363,0.5352,0.87,11.84,0.59,0.1164,1.31,0.5,1.52
2022-01-11,Aluminium,82.41,0.1266,0.5313,0.846,12.18,0.59,0.1263,1.63,0.25,1.42
2022-01-12,Aluminium,81.79,0.1206,0.5675,0.881,11.97,0.61,0.1207,0.51,-0.33,0.95
2022-01-13,Aluminium,82.24,0.1254,0.5337,0.845,11.97,0.6,0.1235,1.15,0.48,1.26
2022-01-14,Aluminium,82.1,0.1305,0.5602,0.883,11.54,0.58,0.123,0.55,-0.12,1.04
2022-01-17,Aluminium,82.67,0.1248,0.5511,0.868,11.43,0.59,0.1161,0.44,0.46,1.86
2022-01-18,Aluminium,82.91,0.1298,0.5458,0.846,12.41,0.62,0.1196,0.5,0.63,2.34
2022-01-19,Aluminium,83.11,0.1254,0.5441,0.875,11.65,0.62,0.1222,1.32,0.95,2.69
2022-01-20,Aluminium,82.74,0.1389,0.5873,0.842,11.81,0.59,0.1138,0.5,0.92,2.23
2022-01-21,Aluminium,82.81,0.1431,0.5243,0.836,11.89,0.58,0.1239,0.71,0.29,1.88
2022-01-24,Aluminium,82.48,0.1399,0.5735,0.84,11.89,0.62,0.1126,-0.19,0.52,1.32
2022-01-25,Aluminium,82.38,0.1463,0.554,0.829,12.23,0.59,0.1134,-0.53,1.47,0.83
2022-01-26,Aluminium,81.81,0.1519,0.5692,0.839,11.99,0.6,0.1282,-1.3,0.52,-0.4
2022-01-27,Aluminium,81.83,0.1555,0.5463,0.804,11.87,0.57,0.1198,-0.91,0.57,-0.27
2022-01-28,Aluminium,81.53,0.1543,0.5377,0.908,11.82,0.59,0.1233,-1.28,-0.42,0.4
2022-01-31,Aluminium,82.72,0.1546,0.571,0.839,12.25,0.6,0.1127,0.24,1.12,1.74
2022-02-01,Aluminium,83.34,0.1553,0.5669,0.866,11.88,0.59,0.1145,0.96,2.42,1.64
2022-02-02,Aluminium,83.95,0.1448,0.5851,0.852,12.0,0.6,0.1185,2.14,3.17,1.8
2022-02-03,Aluminium,83.4,0.1463,0.512,0.882,11.91,0.58,0.1164,1.57,2.12,0.99
2022-02-04,Aluminium,83.68,0.1364,0.5644,0.874,12.34,0.59,0.112,2.15,2.59,1.15
2022-02-07,Aluminium,82.98,0.1403,0.568,0.843,11.66,0.61,0.1243,0.26,1.43,0.57
2022-02-08,Aluminium,83.14,0.1476,0.5351,0.867,11.8,0.62,0.1175,-0.2,0.91,0.27
2022-02-09,Aluminium,82.61,0.1465,0.5785,0.836,11.53,0.61,0.1143,-1.34,0.2,-0.17
2022-02-10,Aluminium,82.7,0.1583,0.5351,0.832,11.88,0.58,0.1275,-0.7,0.91,-0.78
2022-02-11,Aluminium,81.91,0.1602,0.5484,0.855,11.96,0.61,0.1184,-1.77,-0.33,-1.31
2022-02-14,Aluminium,80.85,0.1664,0.5382,0.877,12.21,0.61,0.1138,-2.13,-1.25,-3.04
2022-02-15,Aluminium,81.04,0.1533,0.5744,0.868,11.61,0.61,0.1174,-2.1,-1.63,-2.97
2022-02-16,Aluminium,81.45,0.1684,0.5804,0.874,12.16,0.57,0.1207,-1.16,-1.46,-1.85
2022-02-17,Aluminium,81.38,0.1567,0.5471,0.806,11.98,0.62,0.124,-1.32,-1.73,-2.06
2022-02-18,Aluminium,81.26,0.1496,0.5233,0.864,11.84,0.61,0.1195,-0.65,-1.48,-3.31
2022-02-21,Aluminium,80.53,0.143,0.5676,0.888,11.84,0.63,0.1233,-0.32,-2.28,-3.38
2022-02-22,Aluminium,80.11,0.1416,0.5476,0.872,12.11,0.61,0.1252,-0.93,-2.37,-3.33
2022-02-23,Aluminium,80.02,0.1417,0.5335,0.861,11.76,0.6,0.1233,-1.43,-2.36,-3.56
2022-02-24,Aluminium,81.41,0.1581,0.5531,0.844,12.52,0.58,0.1189,0.03,-0.4,-2.44
2022-02-25,Aluminium,81.2,0.1673,0.558,0.828,12.62,0.62,0.119,-0.06,-0.63,-2.52
2022-02-28,Aluminium,81.22,0.1787,0.5407,0.859,11.92,0.57,0.1186,0.69,-0.31,-2.92
2022-03-01,Aluminium,81.67,0.1831,0.5108,0.83,11.88,0.64,0.1185,1.56,-1.05,-2.44
2022-03-02,Aluminium,81.82,0.1707,0.5013,0.78,11.8,0.6,0.1146,1.8,-1.52,-1.13
2022-03-03,Aluminium,81.68,0.1799,0.5686,0.847,12.02,0.59,0.1158,0.27,-2.27,-1.19
2022-03-04,Aluminium,81.22,0.184,0.5533,0.839,12.24,0.59,0.1243,0.02,-2.18,-1.69
2022-03-07,Aluminium,81.07,0.1756,0.5444,0.849,11.95,0.59,0.1203,-0.15,-2.61,-1.8
2022-03-08,Aluminium,80.85,0.1817,0.5639,0.813,11.88,0.62,0.1218,-0.82,-2.13,-1.44
2022-03-09,Aluminium,79.12,0.172,0.5224,0.836,12.02,0.58,0.1162,-2.7,-4.02,-2.61
2022-03-10,Aluminium,78.97,0.1614,0.565,0.868,12.22,0.61,0.1195,-2.71,-3.64,-3.19
