material_id,formula,n_elements,crystal_system,spacegroup_number,category,formation_energy_per_atom_eV,energy_above_hull_eV,band_gap_eV,is_metal,bulk_modulus_GPa,shear_modulus_GPa,poisson_ratio,density_g_cm3,nsites,volume_A3,melting_point_K,is_stable
mp-74380,Ti2PtW3,3,cubic,229,Oxide,-2.2503,0.0034,6.377,0,221.13,97.69,0.3168,4.61,4,241.95,2231.0,1
mp-610000,Ti,1,tetragonal,115,Phosphide,-1.4413,0.0488,1.298,0,166.09,71.47,0.3121,3.3,6,178.74,1204.0,1
mp-454975,B4As3,2,tetragonal,136,Silicate,-2.6344,0.0036,4.102,0,126.79,58.05,0.2968,5.125,16,1908.85,1547.0,1
mp-800830,Ce4Sb4,2,monoclinic,12,Metal,-0.7519,0.0089,0.0,1,235.04,132.16,0.2529,5.022,2,160.56,2342.0,1
mp-376911,Ge,1,monoclinic,14,Carbide,0.4128,0.0072,2.09,0,231.73,104.54,0.2769,3.64,32,1520.66,2082.0,1
mp-897934,N4Sr4Ne3,3,cubic,199,Metal,-2.1912,0.019,0.0,1,128.02,85.18,0.2307,7.738,6,696.67,2029.0,1
mp-355276,Li3Pt2Ir2,3,cubic,224,Carbide,-0.343,0.0139,1.514,0,394.28,156.26,0.3099,2.965,6,199.34,2862.0,1
mp-792620,Ag4Cu3,2,cubic,221,Intermetallic,-0.8552,0.0311,0.0,1,196.03,131.71,0.2338,6.081,12,352.03,2079.0,1
mp-584669,Ce,1,tetragonal,141,Halide,-2.463,0.0001,2.806,0,109.56,27.93,0.3863,1.583,8,201.74,1352.0,1
mp-334415,Y4Zn,2,cubic,220,Intermetallic,-1.2937,0.021,0.0,1,153.31,87.67,0.2534,9.012,4,300.93,1164.0,1
mp-831716,Bi3In4,2,cubic,211,Perovskite,-3.7489,0.0049,1.348,0,57.02,31.87,0.2527,3.385,8,332.64,1225.0,1
mp-269598,Co2Pd2Ge3,3,hexagonal,177,Nitride,0.4331,0.0179,0.368,0,351.52,221.15,0.2575,3.054,32,912.68,1118.0,1
mp-738121,ClAu2La4,3,hexagonal,186,Intermetallic,-0.0677,0.1382,0.0,1,207.75,126.44,0.2446,4.787,16,1008.8,1687.0,0
mp-945707,SiC4,2,cubic,226,Semiconductor,-0.6433,0.0452,0.598,0,46.5,19.05,0.3189,4.159,6,358.24,1811.0,1
mp-25746,P4,1,tetragonal,127,Metal,0.0,0.0501,0.0,1,66.12,49.83,0.2203,12.049,8,1151.23,1903.0,0
mp-745462,Ar3Ga2,2,cubic,205,Chalcogenide,-1.3054,0.0124,0.72,0,57.29,45.91,0.1781,0.897,16,128.53,1316.0,1
mp-422332,P2Br4Se3,3,tetragonal,75,Oxide,-3.4404,0.0153,5.998,0,93.01,46.5,0.2899,2.214,24,579.61,2256.0,1
mp-391236,AuF4Cl2,3,orthorhombic,62,Metal,-1.6338,0.117,0.0,1,223.94,103.19,0.2977,8.66,2,172.09,1441.0,0
mp-894166,V3IrBe4Ag3,4,hexagonal,180,Carbide,0.0685,0.0987,0.55,0,323.87,151.44,0.283,3.849,32,1575.65,2010.0,0
mp-474298,Ne4Y2Ga2,3,trigonal,148,Semiconductor,-1.1393,0.114,2.208,0,144.4,61.22,0.3035,4.172,6,385.98,871.0,0
mp-826168,ClTi3Sb4N3,4,cubic,229,Alloy,-1.4853,0.0061,0.0,1,63.44,25.46,0.337,8.47,8,800.28,2061.0,1
mp-300386,Se2Co,2,cubic,206,Semiconductor,-0.492,0.043,1.437,0,140.3,103.52,0.191,2.511,8,152.24,2057.0,1
mp-993673,K2AuV2,3,cubic,207,Ceramic,-4.5505,0.0012,5.935,0,169.11,66.39,0.3263,7.503,8,715.72,3287.0,1
mp-823106,BiLa2Pt4,3,tetragonal,81,Sulfide,-2.2882,0.0234,1.066,0,75.0,35.77,0.2816,4.209,6,213.24,1363.0,1
mp-139646,NbBi4,2,trigonal,162,Metal,-0.0132,0.0298,0.0,1,107.01,60.93,0.2606,7.002,12,830.83,820.0,1
mp-245927,AuOs2,2,trigonal,153,Metal,-1.1301,0.0566,0.0,1,125.49,101.37,0.1868,9.108,8,622.38,570.0,0
mp-648985,P4He2Na3,3,cubic,212,Metal,-1.7492,0.029,0.0,1,136.83,73.54,0.2747,8.2,4,303.18,1811.0,1
mp-469698,Mn2Cd2As3Ce4,4,hexagonal,183,Nitride,-0.816,0.0196,0.204,0,470.37,239.8,0.2765,5.019,6,385.75,1379.0,1
mp-779937,IrS3,2,cubic,223,Intermetallic,0.4443,0.0937,0.0,1,285.57,207.8,0.2059,8.042,12,1205.11,1610.0,0
mp-575255,MnW3Na2,3,cubic,207,Nitride,-0.8088,0.2961,1.367,0,314.36,172.62,0.2594,6.323,12,1428.02,598.0,0
mp-556259,V3Mn,2,monoclinic,3,Oxide,-3.142,0.0169,4.47,0,185.95,111.81,0.2562,4.671,16,249.56,1926.0,1
mp-655263,C3Mo,2,orthorhombic,31,Metal,-0.6004,0.109,0.0,1,76.15,33.65,0.3036,7.996,24,2779.84,1482.0,0
mp-521101,Mg2K,2,tetragonal,106,Oxide,-3.6606,0.0386,3.264,0,159.45,112.01,0.207,6.033,8,639.13,1860.0,1
mp-60847,Ge2Au4Re2Nb3,4,cubic,210,Intermetallic,-1.5288,0.0305,0.0,1,159.55,73.39,0.2776,9.673,6,491.29,1928.0,1
mp-398466,Ga3Br2,2,orthorhombic,66,Metal,0.3351,0.0222,0.0,1,19.89,9.44,0.3026,12.541,4,781.82,2114.0,1
mp-997724,S2Sc,2,hexagonal,193,Sulfide,-1.4824,0.0055,2.375,0,95.68,49.57,0.2658,5.109,4,186.77,1613.0,1
mp-318266,Mg4,1,cubic,223,Oxide,-2.61,0.0091,5.268,0,261.84,183.5,0.2343,3.718,2,99.87,2566.0,1
mp-899616,S3Sr2,2,cubic,223,Perovskite,-3.5699,0.0099,2.789,0,79.51,46.65,0.2657,4.274,4,252.95,1230.0,1
mp-908167,B4Nb,2,monoclinic,7,Sulfide,-0.2352,0.0159,4.559,0,63.28,37.15,0.2432,6.675,6,353.17,1514.0,1
mp-909626,Sn4,1,tetragonal,92,Oxide,-1.645,0.0006,6.942,0,167.93,105.09,0.2517,4.999,4,162.49,2046.0,1
mp-483679,Sr2Re,2,monoclinic,14,Metal,-0.9125,0.0192,0.0,1,122.18,77.26,0.2416,5.428,8,399.9,2415.0,1
mp-229669,F3Hf4Br2,3,cubic,206,Ceramic,-3.4873,0.0008,7.375,0,142.49,99.74,0.2122,5.376,6,358.82,2343.0,1
mp-40406,Se2Nb4Ti3,3,hexagonal,180,Boride,-1.5473,0.1318,1.46,0,204.24,141.29,0.2235,7.474,4,482.22,1251.0,0
mp-886160,As2Cd2,2,cubic,229,Silicate,-1.8417,0.0626,3.903,0,92.89,31.42,0.336,5.044,4,299.93,619.0,0
mp-92448,Cl,1,tetragonal,76,Ceramic,-2.3738,0.01,2.019,0,189.06,64.26,0.3597,2.713,12,281.36,2287.0,1
mp-630676,Re4Cd2,2,hexagonal,194,Halide,-2.3739,0.0022,3.688,0,195.3,88.8,0.3003,4.661,16,1209.83,911.0,1
mp-906967,Pd3Br4,2,orthorhombic,37,Phosphide,-0.3955,0.1068,3.573,0,169.85,121.56,0.2153,5.014,8,803.85,1355.0,0
mp-726691,H2Re4Li3Ru,4,cubic,199,Ceramic,-2.0419,0.0067,2.54,0,198.22,141.63,0.2097,3.525,6,241.73,2741.0,1
mp-207933,HeY3Ta2,3,tetragonal,85,Metal,0.1942,0.04,0.0,1,136.67,45.02,0.3468,2.698,8,391.69,2312.0,1
mp-721967,ScNe4,2,orthorhombic,61,Oxide,-2.1922,0.0142,6.465,0,221.74,82.63,0.3315,3.777,8,358.44,2853.0,1
mp-588540,Zn4O4,2,tetragonal,122,Sulfide,-1.381,0.0077,0.242,0,66.55,38.44,0.2656,3.011,8,325.43,1221.0,1
mp-837394,Li4AlCd3Na3,4,tetragonal,78,Intermetallic,-0.3127,0.0557,0.0,1,216.23,174.95,0.194,8.546,8,850.2,1178.0,0
mp-413096,Bi3Ge4,2,orthorhombic,35,Ceramic,-3.1036,0.0157,1.732,0,123.09,38.95,0.3512,3.524,4,156.26,2297.0,1
mp-325385,Y2Te4,2,cubic,200,Ceramic,-1.5294,0.4186,6.777,0,205.48,162.21,0.2038,3.567,2,98.39,1861.0,0
mp-78452,Mg,1,cubic,202,Chalcogenide,-1.0359,0.0555,2.061,0,102.84,49.0,0.2828,5.286,32,1359.55,1585.0,0
mp-729826,Sb4In,2,cubic,224,Phosphide,-0.258,0.0131,0.276,0,123.42,54.93,0.3008,6.123,8,671.8,1443.0,1
mp-791359,Ga2K4,2,cubic,205,Metal,-0.0817,0.1321,0.0,1,177.48,95.92,0.2619,6.583,6,498.36,1882.0,0
mp-229924,Mg2Sb2,2,tetragonal,107,Semiconductor,-1.3104,0.0357,1.327,0,2.0,1.29,0.2383,4.558,12,362.57,440.0,1
mp-149778,Ta3C4OsW4,4,tetragonal,117,Halide,-3.8776,0.0215,7.673,0,134.0,55.17,0.3157,5.345,8,769.02,1609.0,1
mp-753368,BrOs2,2,hexagonal,175,Metal,-0.8189,0.0662,0.0,1,98.38,78.16,0.1756,0.96,16,163.55,1175.0,0
mp-902367,Ar3K4Be2,3,orthorhombic,56,Intermetallic,-2.3097,0.0016,0.0,1,157.93,73.88,0.2931,11.727,12,2043.47,921.0,1
mp-966545,O2,1,cubic,205,Ceramic,-0.8933,0.0007,0.5,0,289.46,166.57,0.2666,4.557,8,222.39,3172.0,1
mp-442251,Ni3Sc,2,monoclinic,7,Ceramic,-2.8223,0.0652,6.507,0,190.33,61.68,0.3608,4.706,4,239.24,1183.0,0
mp-344949,H3,1,orthorhombic,28,Alloy,0.0,0.1474,0.0,1,174.56,110.53,0.2477,3.279,2,29.54,923.0,0
mp-689270,Nb2Zn4,2,cubic,220,Boride,-0.3575,0.0617,2.236,0,354.08,133.17,0.3467,2.729,8,366.78,425.0,0
mp-306970,Y4,1,orthorhombic,50,Intermetallic,0.0,0.2193,0.0,1,71.48,49.1,0.2239,3.993,8,587.32,1015.0,0
mp-326310,Se3He3Rh2,3,hexagonal,176,Chalcogenide,-2.4263,0.0034,1.25,0,113.6,87.33,0.1774,5.586,6,498.21,1305.0,1
mp-571269,Mg3Br2,2,tetragonal,110,Intermetallic,-1.5126,0.1704,0.0,1,83.4,43.3,0.2693,8.106,4,416.61,1252.0,0
mp-707364,Te4Se3Mo2,3,cubic,220,Halide,-3.9166,0.0878,2.505,0,68.07,25.64,0.3337,1.874,4,94.34,1215.0,0
mp-352299,Pb4As4Re2,3,tetragonal,132,Silicate,-3.2478,0.0077,5.959,0,110.25,47.56,0.2903,6.093,2,143.66,1066.0,1
mp-366485,IrAr4,2,hexagonal,179,Metal,-1.463,0.0432,0.0,1,115.95,71.05,0.2491,6.638,24,1503.24,1112.0,1
mp-322046,Ti3C2,2,orthorhombic,54,Metal,-2.1025,0.0032,0.0,1,147.69,70.7,0.3107,13.464,16,2135.71,2410.0,1
mp-612349,Ir4MnHe4,3,hexagonal,185,Sulfide,-0.4589,0.0138,0.648,0,141.29,65.13,0.2824,3.521,8,310.34,1766.0,1
mp-800236,Mo4Cr4,2,hexagonal,170,Metal,-0.83,0.1229,0.0,1,164.04,38.15,0.3762,7.083,6,449.82,1639.0,0
mp-705831,Ca3Re,2,trigonal,151,Metal,-0.2787,0.097,0.0,1,178.05,60.91,0.3408,7.829,8,786.63,1558.0,0
mp-316900,BaH2NiGe,4,hexagonal,194,Ceramic,-2.4334,0.0165,7.153,0,258.69,194.57,0.1762,3.197,12,461.71,1573.0,1
mp-904250,Au2S4He2,3,hexagonal,168,Ceramic,-3.9869,0.0116,5.607,0,227.36,79.98,0.3266,6.054,2,101.61,2270.0,1
mp-216299,BaSe2,2,orthorhombic,32,Intermetallic,-0.772,0.078,0.0,1,107.55,56.87,0.2843,11.22,8,1248.81,1374.0,0
mp-95248,Nb2K3,2,triclinic,1,Sulfide,-1.2251,0.0652,4.05,0,145.91,23.2,0.4225,5.533,6,433.08,1196.0,0
mp-968286,Be4He,2,trigonal,161,Nitride,-0.7565,0.0654,4.468,0,252.57,141.14,0.2569,5.291,12,887.95,1297.0,0
mp-90888,Zr4SMn2,3,monoclinic,3,Chalcogenide,-0.2426,0.0557,3.682,0,67.85,35.72,0.2694,4.147,32,1965.56,1186.0,0
mp-589048,K2P2In,3,cubic,207,Metal,-1.8335,0.0295,0.0,1,125.0,72.37,0.2598,4.513,16,1181.06,1480.0,1
mp-462732,Ga4Cr3Al3Zn2,4,tetragonal,107,Intermetallic,-0.2086,0.095,0.0,1,132.63,63.4,0.296,6.749,8,540.87,1700.0,0
mp-451380,Nb4Bi4,2,tetragonal,82,Metal,0.5167,0.0138,0.0,1,207.37,87.07,0.3236,5.893,12,1024.08,200.0,1
mp-71084,Al3O2Nb2,3,trigonal,163,Sulfide,0.3523,0.1283,2.401,0,44.31,24.1,0.2567,0.5,8,39.4,1270.0,0
mp-905273,PIr2Si4Cu,4,triclinic,1,Nitride,-1.6957,0.0635,0.246,0,296.45,138.23,0.2854,8.067,12,671.25,260.0,0
mp-55778,Mg2NaGe,3,hexagonal,192,Metal,-1.0345,0.1063,0.0,1,96.29,51.1,0.2662,16.396,8,406.5,895.0,0
mp-274548,Be3Hf,2,monoclinic,6,Metal,-0.8415,0.1358,0.0,1,150.05,43.89,0.371,3.851,16,465.9,1669.0,0
mp-455496,V4Ar,2,hexagonal,177,Nitride,-0.683,0.0084,0.173,0,371.2,198.08,0.2802,5.706,2,147.59,1723.0,1
mp-500603,B4F,2,tetragonal,80,Alloy,-1.251,0.0271,0.0,1,198.9,85.45,0.3203,10.972,16,1403.97,1336.0,1
mp-737614,Pt3Ta3He2,3,hexagonal,169,Oxide,-3.5503,0.0074,7.087,0,81.15,42.94,0.2636,7.604,4,348.28,1844.0,1
mp-443531,Ag4W3In2,3,cubic,199,Oxide,-2.2295,0.0003,4.928,0,289.53,271.8,0.1436,2.689,8,197.38,2102.0,1
mp-247566,Sr2Ba3Pd3,3,cubic,209,Chalcogenide,-0.5945,0.021,0.082,0,140.97,39.44,0.3718,4.065,2,87.62,1338.0,1
mp-254718,Mo3Ti4,2,tetragonal,92,Metal,-1.3,0.2298,0.0,1,131.4,87.24,0.2261,12.126,4,674.19,1887.0,0
mp-319995,In4NiRh4,3,cubic,201,Intermetallic,-0.1647,0.0293,0.0,1,257.26,147.25,0.2448,7.991,4,378.32,1881.0,1
mp-476528,Ti4Zn4He,3,tetragonal,109,Nitride,0.1328,0.0325,1.076,0,235.09,196.26,0.19,1.263,4,74.89,1074.0,1
mp-242869,Fe2Ce2,2,monoclinic,14,Boride,-1.0497,0.1109,1.009,0,368.49,170.9,0.2931,5.921,8,806.83,1346.0,0
mp-111113,S3CuY2Mn3,4,monoclinic,7,Semiconductor,-2.21,0.0515,0.201,0,100.14,42.87,0.3059,3.741,4,151.46,1893.0,0
mp-908358,Ce3In2,2,cubic,215,Ceramic,-6.3739,0.0242,5.796,0,295.2,200.66,0.2311,5.507,8,669.48,2552.0,1
mp-192117,Ba3Ta2Sb,3,cubic,214,Alloy,-0.1529,0.0286,0.0,1,167.04,47.53,0.3707,12.467,12,1897.86,1903.0,1
mp-806478,Ge2O3,2,hexagonal,178,Sulfide,-1.0237,0.1413,3.139,0,29.49,11.87,0.3155,6.431,2,192.53,1007.0,0
mp-217694,Rh4,1,orthorhombic,21,Alloy,0.0,0.0193,0.0,1,94.92,49.22,0.2683,7.431,24,2145.35,1162.0,1
mp-154577,WSc2,2,orthorhombic,62,Metal,-0.0713,0.0581,0.0,1,132.93,105.88,0.1786,11.766,4,501.9,1413.0,0
mp-101769,Fe,1,cubic,230,Metal,0.0,0.0861,0.0,1,53.43,32.04,0.2451,1.418,24,273.52,1687.0,0
mp-88226,Mo3Re4,2,monoclinic,4,Alloy,0.0372,0.2315,0.0,1,87.01,46.46,0.2691,3.43,32,786.96,985.0,0
mp-289366,O3N3Ne,3,trigonal,156,Ceramic,-4.8052,0.0151,2.397,0,125.28,37.23,0.371,4.966,8,423.73,1929.0,1
mp-188602,Rh3C3SnAu,4,tetragonal,77,Nitride,0.4715,0.1007,0.357,0,206.07,85.11,0.3272,6.671,8,686.18,1695.0,0
mp-77517,Co3Ar3,2,tetragonal,139,Semiconductor,-0.3843,0.0835,1.601,0,96.04,44.7,0.2948,1.703,4,83.58,590.0,0
mp-41999,C3Ta,2,cubic,213,Alloy,-0.1981,0.0221,0.0,1,122.89,52.77,0.3145,8.498,12,961.92,1655.0,1
mp-477266,Co2P4Hf,3,triclinic,1,Perovskite,-3.5724,0.0321,3.285,0,111.28,14.46,0.432,4.922,2,82.42,1516.0,1
mp-401240,AgHf2,2,orthorhombic,38,Chalcogenide,-0.1082,0.0321,1.324,0,88.32,33.91,0.3227,4.691,6,264.4,1841.0,1
mp-866827,InO3Zn4,3,trigonal,144,Metal,-0.6415,0.0309,0.0,1,189.49,153.56,0.174,13.232,24,2809.98,1623.0,1
mp-827681,Ti,1,hexagonal,194,Halide,-1.6568,0.2629,2.053,0,37.52,20.92,0.2659,8.3,12,1198.89,1531.0,0
mp-799913,Te4BiTa2,3,cubic,197,Intermetallic,-1.0062,0.1287,0.0,1,86.0,24.4,0.3678,6.1,4,208.52,1370.0,0
mp-422034,Co4,1,monoclinic,13,Semiconductor,-0.2459,0.045,0.828,0,8.26,4.31,0.283,4.147,12,666.01,615.0,1
mp-170429,B3,1,hexagonal,180,Phosphide,-2.3723,0.0073,0.638,0,55.89,32.06,0.2458,6.217,4,379.25,1219.0,1
mp-25531,N2CuSc3,3,monoclinic,10,Carbide,-1.7098,0.0176,1.4,0,331.68,134.8,0.316,6.118,4,296.96,1483.0,1
mp-933039,Li3Ni2Ne3,3,hexagonal,191,Ceramic,-4.8473,0.1,8.292,0,222.8,157.24,0.2299,3.378,12,358.38,2916.0,0
mp-353649,Be3Ar3,2,orthorhombic,48,Sulfide,-1.3344,0.0313,2.406,0,74.45,44.45,0.2492,2.023,16,431.81,1639.0,1
mp-820052,Rh3Ge4,2,triclinic,2,Phosphide,-1.9668,0.0314,2.598,0,107.7,88.07,0.1854,1.764,2,35.36,1025.0,1
mp-791214,P4Mn3,2,cubic,225,Ceramic,-3.159,0.0011,1.9,0,49.24,18.65,0.334,5.413,12,780.49,2795.0,1
mp-377983,Zr2Sb4,2,hexagonal,176,Metal,-0.66,0.1665,0.0,1,136.78,91.66,0.2273,9.461,8,679.53,1851.0,0
mp-834032,He4Be,2,orthorhombic,30,Nitride,-1.9073,0.0113,2.147,0,337.21,218.45,0.2245,5.619,6,324.64,2094.0,1
mp-865971,Sr4Si2Cu4Zn4,4,cubic,203,Semiconductor,-0.6754,0.1736,2.1,0,158.21,94.37,0.2458,2.18,6,128.28,1489.0,0
mp-114112,C2Bi2Cr2H,4,cubic,218,Intermetallic,-1.1703,0.0443,0.0,1,156.22,103.21,0.233,8.719,2,189.37,1367.0,1
mp-164498,ZnS2Te4Cu4,4,cubic,211,Phosphide,0.2715,0.0293,2.675,0,95.7,76.56,0.1742,4.899,6,268.97,1801.0,1
mp-40848,Be3Sn4,2,orthorhombic,32,Intermetallic,0.0479,0.0068,0.0,1,159.98,81.86,0.2697,11.694,6,1192.14,1447.0,1
mp-537761,Y4C,2,monoclinic,8,Semiconductor,0.0321,0.0124,1.03,0,40.84,18.82,0.2978,6.574,4,337.47,1037.0,1
mp-980706,B4Os4Pd4S2,4,orthorhombic,32,Sulfide,-0.5245,0.0086,0.82,0,113.76,54.84,0.3102,3.129,16,530.14,1108.0,1
mp-239655,Ni4Cu,2,cubic,209,Metal,-0.7498,0.0208,0.0,1,96.78,46.16,0.2907,5.538,8,376.1,510.0,1
mp-266087,He2Sb3V2,3,tetragonal,106,Intermetallic,-0.7768,0.1334,0.0,1,171.71,73.96,0.2957,0.5,6,43.01,825.0,0
mp-11618,VO2BSn3,4,cubic,216,Sulfide,0.2437,0.1616,0.64,0,68.88,52.38,0.2017,6.963,16,1110.03,1570.0,0
mp-104991,Ni4Br3Pb2,3,hexagonal,184,Chalcogenide,-1.625,0.0086,1.17,0,52.75,27.6,0.2778,7.071,2,222.3,483.0,1
mp-543643,Cu2Pb3BrGe4,4,cubic,205,Metal,0.6024,0.1626,0.0,1,150.19,83.86,0.2646,8.808,16,1220.52,624.0,0
mp-467813,SrSe4Pb4Bi2,4,tetragonal,117,Intermetallic,-1.611,0.1265,0.0,1,218.64,116.82,0.2611,0.5,2,8.13,1783.0,0
mp-191550,Ag3,1,hexagonal,190,Metal,0.0,0.0063,0.0,1,81.37,32.77,0.3112,3.302,6,301.28,3576.0,1
mp-700063,Ga3FeF2,3,orthorhombic,46,Intermetallic,-1.6866,0.2846,0.0,1,97.36,63.16,0.2391,11.139,6,949.06,1694.0,0
mp-382652,Co4Ta4,2,cubic,209,Carbide,0.2446,0.1961,1.179,0,334.38,94.77,0.3747,6.021,16,1362.15,2372.0,0
mp-241352,Re4Sr2,2,hexagonal,192,Oxide,-3.304,0.0036,5.376,0,176.24,49.06,0.3695,4.535,24,1212.61,1026.0,1
mp-557634,Sb2Cr3Au4Br4,4,trigonal,143,Alloy,0.4811,0.035,0.0,1,53.34,27.86,0.2698,3.039,2,72.1,1630.0,1
mp-335709,SCl3Au2,3,hexagonal,193,Semiconductor,-2.8686,0.0078,2.146,0,43.45,25.18,0.2435,3.253,8,107.49,1636.0,1
mp-372578,Ni2Sb2Ba2,3,cubic,217,Semiconductor,-2.3169,0.0081,1.152,0,95.39,46.89,0.291,5.959,8,748.55,1430.0,1
mp-26281,S4Au2,2,orthorhombic,65,Halide,-1.7118,0.0608,4.482,0,75.63,25.97,0.3458,0.5,24,152.94,1515.0,0
mp-436106,Ru2Be3,2,hexagonal,170,Semiconductor,-0.2488,0.2214,1.959,0,91.99,34.24,0.3408,0.5,2,11.57,348.0,0
mp-817035,Ar2,1,hexagonal,188,Metal,0.0,0.2679,0.0,1,75.54,27.72,0.3422,12.238,6,838.93,2089.0,0
mp-142883,C2Ge3,2,cubic,212,Ceramic,-3.1439,0.0459,8.063,0,330.54,173.94,0.2616,3.913,8,420.92,2271.0,1
mp-628794,Al3Ti2,2,cubic,207,Intermetallic,-1.1011,0.0007,0.0,1,240.19,163.27,0.2162,1.864,16,281.68,1964.0,1
mp-920261,Ca2KOs4,3,tetragonal,136,Ceramic,-4.6322,0.0309,5.415,0,185.72,96.92,0.2931,4.739,2,132.55,2374.0,1
mp-445489,O2VCr2Ce4,4,hexagonal,170,Semiconductor,-0.6747,0.1141,2.483,0,2.0,0.98,0.3001,4.682,8,292.41,1349.0,0
mp-206886,Ge3NbSe,3,trigonal,156,Chalcogenide,1.1457,0.044,0.802,0,58.33,47.51,0.1721,4.64,16,989.1,1215.0,1
mp-727646,K2B2,2,cubic,196,Oxide,-5.2086,0.007,4.345,0,197.37,140.67,0.2259,5.756,4,243.68,1474.0,1
mp-126760,LiCa,2,orthorhombic,39,Metal,-1.975,0.0491,0.0,1,260.06,134.25,0.2881,10.233,2,329.17,1591.0,1
mp-414936,Sr2Co3,2,cubic,214,Chalcogenide,-1.1778,0.2553,0.694,0,81.34,25.61,0.35,3.963,4,198.02,1210.0,0
mp-976363,P4Ga2,2,cubic,219,Chalcogenide,-1.245,0.0154,1.888,0,101.29,60.28,0.25,4.446,24,1400.9,951.0,1
mp-758401,Ge4Ca4Pd4,3,cubic,208,Intermetallic,-0.0841,0.0264,0.0,1,217.08,96.47,0.3101,8.103,16,1802.56,1277.0,1
mp-575828,Ge4Ti2,2,cubic,212,Semiconductor,-1.1369,0.0301,2.12,0,123.58,56.85,0.2901,4.125,8,381.8,1792.0,1
mp-517196,ClBr2O3W4,4,trigonal,161,Chalcogenide,-1.279,0.1076,3.561,0,68.43,31.81,0.2998,4.902,6,418.0,1613.0,0
mp-72455,CaK2,2,monoclinic,6,Nitride,-0.2366,0.2093,0.907,0,211.27,100.54,0.2908,9.579,4,568.57,1631.0,0
mp-809783,W3Pd3,2,cubic,205,Intermetallic,-0.5293,0.0805,0.0,1,113.83,46.57,0.3127,6.817,12,1176.29,541.0,0
mp-378507,Ar4,1,tetragonal,108,Nitride,-0.2973,0.1085,2.837,0,178.78,71.19,0.3233,5.798,12,908.33,1565.0,0
mp-773859,Te2P,2,cubic,215,Oxide,-2.5498,0.0005,1.681,0,337.45,118.84,0.3452,6.213,32,2362.82,2785.0,1
mp-245310,Ar4Ce3,2,tetragonal,109,Chalcogenide,-1.4612,0.1589,2.049,0,96.29,55.76,0.2414,0.907,2,27.85,582.0,0
mp-10349,WAr2,2,cubic,215,Metal,-0.2911,0.0577,0.0,1,260.16,71.35,0.3728,7.83,6,593.34,1362.0,0
mp-927047,Ag4Ir3Cr,3,orthorhombic,54,Metal,0.144,0.0467,0.0,1,129.86,70.0,0.2809,7.846,12,1151.69,1908.0,1
mp-188856,Os2,1,trigonal,155,Intermetallic,0.0,0.032,0.0,1,149.22,68.07,0.2829,7.052,4,395.24,2031.0,1
mp-107320,Na2N3,2,tetragonal,130,Silicate,-3.1682,0.0043,9.113,0,96.81,45.01,0.3029,2.405,4,123.18,785.0,1
mp-71190,YRe4ClTe4,4,cubic,199,Oxide,-1.575,0.0469,6.993,0,240.05,110.59,0.3036,2.22,4,72.31,1721.0,1
mp-374557,Sc2Ce3BaTi,4,tetragonal,128,Semiconductor,-1.2565,0.0065,3.035,0,129.16,94.8,0.2137,4.222,4,212.96,1202.0,1
mp-744448,H3Si4,2,monoclinic,12,Ceramic,-3.8285,0.0266,8.39,0,150.32,123.73,0.1772,4.379,8,448.26,3115.0,1
mp-571929,Co3H2,2,cubic,225,Carbide,-1.2608,0.0155,0.109,0,187.62,153.52,0.162,9.188,16,2349.05,2579.0,1
mp-337050,PdSbZn3,3,trigonal,149,Oxide,-4.0561,0.0352,3.116,0,206.01,82.34,0.3239,3.732,8,270.09,2153.0,1
mp-723958,N2,1,triclinic,1,Metal,0.0,0.0778,0.0,1,70.8,16.72,0.3892,6.521,2,209.69,809.0,0
mp-797968,O4HfFeV4,4,cubic,199,Halide,-3.5776,0.0107,0.911,0,62.31,25.62,0.2965,1.506,4,86.77,1159.0,1
mp-341754,Ti4MnCu,3,cubic,200,Semiconductor,0.5385,0.0505,1.163,0,134.42,63.02,0.2908,3.357,8,335.72,1194.0,0
mp-129012,Al2Se4,2,trigonal,167,Oxide,-2.9159,0.0536,6.435,0,2.0,1.59,0.1977,5.574,8,478.61,1953.0,0
mp-286404,Se4,1,cubic,222,Metal,0.0,0.0715,0.0,1,150.63,43.74,0.3696,8.29,2,253.04,2257.0,0
mp-280280,Ga2ClKPt,4,cubic,216,Ceramic,-3.5764,0.0062,3.625,0,202.3,102.41,0.2886,2.924,12,646.57,1821.0,1
mp-385256,W4Ca2Re3Fe,4,orthorhombic,57,Intermetallic,-1.5507,0.2328,0.0,1,71.24,16.04,0.3897,8.798,24,2931.98,1242.0,0
mp-138927,Ag2,1,trigonal,149,Metal,0.0,0.1482,0.0,1,137.13,83.54,0.2561,6.183,8,649.87,620.0,0
mp-500166,Ba2As4W3,3,cubic,207,Oxide,-3.6424,0.0062,6.024,0,119.24,52.34,0.3187,2.78,8,335.83,2163.0,1
mp-465424,Ir2,1,cubic,226,Intermetallic,0.0,0.0087,0.0,1,98.38,57.03,0.2538,7.817,8,511.5,2208.0,1
mp-372444,Be3Ca2,2,cubic,210,Chalcogenide,0.4743,0.0561,1.203,0,107.03,52.61,0.2792,3.557,16,466.16,1623.0,0
mp-503368,SrNb2,2,cubic,210,Oxide,-3.3155,0.0134,2.077,0,87.63,41.2,0.2844,3.061,12,455.1,2104.0,1
